study,pair,date,side,outcome,tie,k,bucket
single pct_b,USDJPY,2015-08-11,top,reversal,False,8,2
single pct_b,USDJPY,2015-10-14,bottom,reversal,False,6,1
single pct_b,USDJPY,2015-10-23,top,timeout,False,20,3
single pct_b,USDJPY,2015-12-09,bottom,continuation,False,18,2
single pct_b,USDJPY,2016-01-05,bottom,continuation,False,8,3
single pct_b,USDJPY,2016-01-29,top,reversal,False,6,3
single pct_b,USDJPY,2016-02-10,bottom,timeout,False,20,3
single pct_b,USDJPY,2016-03-17,bottom,continuation,False,15,2
single pct_b,USDJPY,2016-06-03,bottom,continuation,False,15,3
single pct_b,USDJPY,2016-08-30,top,timeout,False,20,3
single pct_b,USDJPY,2016-10-06,top,timeout,False,20,3
single pct_b,USDJPY,2016-11-09,top,continuation,False,3,2
single pct_b,USDJPY,2017-01-11,bottom,continuation,False,14,2
single pct_b,USDJPY,2017-03-22,bottom,timeout,False,20,3
single pct_b,USDJPY,2017-06-27,top,timeout,False,20,3
single pct_b,USDJPY,2017-08-10,bottom,timeout,False,20,3
single pct_b,USDJPY,2017-09-18,top,timeout,False,20,3
single pct_b,USDJPY,2017-10-20,top,timeout,False,20,3
single pct_b,USDJPY,2017-11-22,bottom,timeout,False,20,3
single pct_b,USDJPY,2018-01-10,bottom,continuation,False,10,3
single pct_b,USDJPY,2018-01-26,bottom,continuation,False,13,2
single pct_b,USDJPY,2018-03-22,bottom,reversal,False,10,2
single pct_b,USDJPY,2018-04-23,top,timeout,False,20,3
single pct_b,USDJPY,2018-07-11,top,timeout,False,20,3
single pct_b,USDJPY,2018-08-20,bottom,reversal,False,19,3
single pct_b,USDJPY,2018-09-18,top,continuation,False,11,3
single pct_b,USDJPY,2018-11-06,top,timeout,False,20,3
single pct_b,USDJPY,2018-12-20,bottom,continuation,False,9,3
single pct_b,USDJPY,2019-01-03,bottom,timeout,False,20,3
single pct_b,USDJPY,2019-02-11,top,timeout,False,20,2
single pct_b,USDJPY,2019-03-22,bottom,reversal,False,15,3
single pct_b,USDJPY,2019-05-06,bottom,continuation,False,5,3
single pct_b,USDJPY,2019-05-31,bottom,timeout,False,20,3
single pct_b,USDJPY,2019-08-02,bottom,timeout,False,20,3
single pct_b,USDJPY,2019-09-09,top,timeout,False,20,3
single pct_b,USDJPY,2019-10-15,top,timeout,False,20,3
single pct_b,USDJPY,2019-11-27,top,timeout,False,20,2
single pct_b,USDJPY,2020-01-03,bottom,reversal,False,5,3
single pct_b,USDJPY,2020-02-28,bottom,continuation,False,5,2
single pct_b,USDJPY,2020-05-06,bottom,timeout,False,20,3
single pct_b,USDJPY,2020-07-24,bottom,timeout,False,20,3
single pct_b,USDJPY,2020-09-15,bottom,timeout,False,20,2
single pct_b,USDJPY,2020-10-21,bottom,timeout,False,20,3
single pct_b,USDJPY,2020-12-16,bottom,timeout,False,20,2
single pct_b,USDJPY,2021-01-29,top,continuation,False,12,2
single pct_b,USDJPY,2021-02-25,top,continuation,False,6,3
single pct_b,USDJPY,2021-03-30,top,reversal,False,14,3
single pct_b,USDJPY,2021-05-27,top,timeout,False,20,2
single pct_b,USDJPY,2021-07-19,bottom,timeout,False,20,3
single pct_b,USDJPY,2021-09-15,bottom,reversal,False,7,2
single pct_b,USDJPY,2021-11-09,bottom,reversal,False,5,2
single pct_b,USDJPY,2021-11-22,top,reversal,False,6,2
single pct_b,USDJPY,2021-12-23,top,continuation,False,8,2
single pct_b,USDJPY,2022-02-10,top,timeout,False,20,3
single pct_b,USDJPY,2022-05-24,bottom,reversal,False,9,3
single pct_b,USDJPY,2022-07-28,bottom,timeout,False,20,3
single pct_b,USDJPY,2022-10-12,top,continuation,False,6,2
single pct_b,USDJPY,2022-11-10,bottom,continuation,False,15,2
single pct_b,USDJPY,2022-12-20,bottom,timeout,False,20,3
single pct_b,USDJPY,2023-02-15,top,timeout,False,20,3
single pct_b,USDJPY,2023-03-17,bottom,timeout,False,20,3
single pct_b,USDJPY,2023-04-17,top,timeout,False,20,2
single pct_b,USDJPY,2023-05-17,top,timeout,False,20,3
single pct_b,USDJPY,2023-06-16,top,reversal,False,18,2
single pct_b,USDJPY,2023-09-05,top,timeout,False,20,2
single pct_b,USDJPY,2023-10-31,top,reversal,False,15,3
single pct_b,USDJPY,2023-11-28,bottom,continuation,False,7,3
single pct_b,USDJPY,2023-12-13,bottom,timeout,False,20,3
single pct_b,USDJPY,2024-01-16,top,timeout,False,20,3
single pct_b,USDJPY,2024-03-07,bottom,reversal,False,8,2
single pct_b,USDJPY,2024-04-15,top,continuation,False,9,3
single pct_b,USDJPY,2024-06-20,top,timeout,False,20,3
single pct_b,USDJPY,2024-07-24,bottom,continuation,False,5,2
single pct_b,USDJPY,2024-09-06,bottom,timeout,False,20,3
single pct_b,USDJPY,2024-11-13,top,reversal,False,10,2
single pct_b,USDJPY,2024-11-29,bottom,reversal,False,14,3
single pct_b,USDJPY,2025-01-16,bottom,continuation,False,14,2
single pct_b,USDJPY,2025-02-21,bottom,timeout,False,20,3
single pct_b,USDJPY,2025-04-03,bottom,continuation,False,12,3
single pct_b,USDJPY,2025-05-08,top,timeout,False,20,3
single pct_b,USDJPY,2025-07-11,top,timeout,False,20,3
single pct_b,USDJPY,2025-09-24,top,continuation,False,10,3
single pct_b,USDJPY,2025-11-19,top,timeout,False,20,3
single pct_b,USDJPY,2025-12-19,top,timeout,False,20,2
single pct_b,USDJPY,2026-01-26,bottom,timeout,False,20,3
single pct_b,USDJPY,2026-04-29,top,reversal,False,1,3
single pct_b,USDJPY,2026-05-06,bottom,reversal,False,20,2
single pct_b,USDJPY,2026-06-18,top,timeout,False,20,2
single pct_b,USDJPY,2026-07-21,top,reversal,False,7,3
single pct_b,USDCAD,2009-02-17,top,timeout,False,20,2
single pct_b,USDCAD,2009-03-23,bottom,timeout,False,20,3
single pct_b,USDCAD,2009-04-30,bottom,continuation,False,14,3
single pct_b,USDCAD,2009-06-22,top,timeout,False,20,3
single pct_b,USDCAD,2009-10-06,bottom,timeout,False,20,2
single pct_b,USDCAD,2009-12-17,top,reversal,False,8,2
single pct_b,USDCAD,2010-01-06,bottom,reversal,False,12,2
single pct_b,USDCAD,2010-04-05,bottom,timeout,False,20,3
single pct_b,USDCAD,2010-05-04,top,continuation,False,2,2
single pct_b,USDCAD,2010-05-20,top,timeout,False,20,3
single pct_b,USDCAD,2010-08-24,top,timeout,False,20,3
single pct_b,USDCAD,2010-10-05,bottom,timeout,False,20,2
single pct_b,USDCAD,2010-12-31,bottom,timeout,False,20,2
single pct_b,USDCAD,2011-02-25,bottom,timeout,False,20,2
single pct_b,USDCAD,2011-04-01,bottom,timeout,False,20,3
single pct_b,USDCAD,2011-05-05,top,timeout,False,20,2
single pct_b,USDCAD,2011-06-24,top,reversal,False,4,2
single pct_b,USDCAD,2011-08-04,top,timeout,False,20,3
single pct_b,USDCAD,2011-09-09,top,continuation,False,9,2
single pct_b,USDCAD,2011-11-21,top,timeout,False,20,3
single pct_b,USDCAD,2012-01-23,bottom,timeout,False,20,2
single pct_b,USDCAD,2012-02-29,bottom,timeout,False,20,2
single pct_b,USDCAD,2012-04-10,top,reversal,False,5,2
single pct_b,USDCAD,2012-04-25,bottom,reversal,False,10,3
single pct_b,USDCAD,2012-05-16,top,timeout,False,20,3
single pct_b,USDCAD,2012-07-03,bottom,timeout,False,20,3
single pct_b,USDCAD,2012-08-09,bottom,timeout,False,20,3
single pct_b,USDCAD,2012-09-13,bottom,timeout,False,20,3
single pct_b,USDCAD,2012-10-19,top,timeout,False,20,2
single pct_b,USDCAD,2012-12-12,bottom,timeout,False,20,3
single pct_b,USDCAD,2013-01-23,top,continuation,False,20,3
single pct_b,USDCAD,2013-03-26,bottom,timeout,False,20,3
single pct_b,USDCAD,2013-05-22,top,timeout,False,20,3
single pct_b,USDCAD,2013-06-21,top,timeout,False,20,3
single pct_b,USDCAD,2013-07-23,bottom,timeout,False,20,3
single pct_b,USDCAD,2013-08-21,top,reversal,False,20,2
single pct_b,USDCAD,2013-10-09,top,timeout,False,20,3
single pct_b,USDCAD,2013-11-21,top,continuation,False,7,2
single pct_b,USDCAD,2013-12-04,top,timeout,False,20,3
single pct_b,USDCAD,2014-01-07,top,continuation,False,6,2
single pct_b,USDCAD,2014-03-19,top,reversal,False,14,3
single pct_b,USDCAD,2014-04-09,bottom,timeout,False,20,3
single pct_b,USDCAD,2014-05-08,bottom,timeout,False,20,3
single pct_b,USDCAD,2014-06-20,bottom,timeout,False,20,3
single pct_b,USDCAD,2014-07-25,top,timeout,False,20,3
single pct_b,USDCAD,2014-08-27,bottom,reversal,False,9,2
single pct_b,USDCAD,2014-09-11,top,continuation,False,16,3
single pct_b,USDCAD,2014-11-06,top,timeout,False,20,3
single pct_b,USDCAD,2014-12-08,top,continuation,False,19,3
single pct_b,USDCAD,2015-01-09,top,continuation,False,8,3
single pct_b,USDCAD,2015-03-10,top,timeout,False,20,2
single pct_b,USDCAD,2015-04-15,bottom,timeout,False,20,3
single pct_b,USDCAD,2015-05-22,top,timeout,False,20,2
single pct_b,USDCAD,2015-07-01,top,continuation,False,15,3
single pct_b,USDCAD,2015-08-24,top,timeout,False,20,2
single pct_b,USDCAD,2015-09-28,top,reversal,False,7,3
single pct_b,USDCAD,2015-10-09,bottom,timeout,False,20,3
single pct_b,USDCAD,2015-12-07,top,continuation,False,8,3
single pct_b,USDCAD,2016-01-06,top,continuation,False,5,2
single pct_b,USDCAD,2016-02-03,bottom,reversal,False,6,1
single pct_b,USDCAD,2016-02-25,bottom,continuation,False,15,2
single pct_b,USDCAD,2016-04-12,bottom,timeout,False,20,3
single pct_b,USDCAD,2016-06-07,bottom,timeout,False,20,3
single pct_b,USDCAD,2016-07-25,top,reversal,False,16,2
single pct_b,USDCAD,2016-09-13,top,timeout,False,20,3
single pct_b,USDCAD,2016-10-21,top,timeout,False,20,2
single pct_b,USDCAD,2016-12-05,bottom,reversal,False,14,2
single pct_b,USDCAD,2017-02-28,top,timeout,False,20,3
single pct_b,USDCAD,2017-04-12,bottom,reversal,False,5,2
single pct_b,USDCAD,2017-04-25,top,timeout,False,20,3
single pct_b,USDCAD,2017-05-24,bottom,timeout,False,20,3
single pct_b,USDCAD,2017-06-28,bottom,continuation,False,10,3
single pct_b,USDCAD,2017-09-01,bottom,timeout,False,20,3
single pct_b,USDCAD,2017-10-20,top,continuation,False,4,2
single pct_b,USDCAD,2017-11-29,top,reversal,False,3,2
single pct_b,USDCAD,2017-12-28,bottom,timeout,False,20,3
single pct_b,USDCAD,2018-01-26,bottom,reversal,False,9,2
single pct_b,USDCAD,2018-02-28,top,timeout,False,20,3
single pct_b,USDCAD,2018-04-10,bottom,reversal,False,20,3
single pct_b,USDCAD,2018-05-25,top,continuation,False,16,2
single pct_b,USDCAD,2018-07-25,bottom,timeout,False,20,3
single pct_b,USDCAD,2018-08-29,bottom,reversal,False,4,3
single pct_b,USDCAD,2018-11-09,top,continuation,False,18,2
single pct_b,USDCAD,2018-12-18,top,timeout,False,20,3
single pct_b,USDCAD,2019-01-31,bottom,timeout,False,20,3
single pct_b,USDCAD,2019-03-06,top,timeout,False,20,3
single pct_b,USDCAD,2019-04-24,top,timeout,False,20,2
single pct_b,USDCAD,2019-05-29,top,reversal,False,7,2
single pct_b,USDCAD,2019-06-20,bottom,timeout,False,20,3
single pct_b,USDCAD,2019-08-06,top,timeout,False,20,3
single pct_b,USDCAD,2019-09-06,bottom,reversal,False,19,2
single pct_b,USDCAD,2019-10-17,bottom,timeout,False,20,3
single pct_b,USDCAD,2019-12-05,bottom,continuation,False,18,2
single pct_b,USDCAD,2020-01-22,top,continuation,False,12,3
single pct_b,USDCAD,2020-02-27,top,continuation,False,7,3
single pct_b,USDCAD,2020-05-26,bottom,continuation,False,9,3
single pct_b,USDCAD,2020-07-21,bottom,continuation,False,11,2
single pct_b,USDCAD,2020-08-18,bottom,timeout,False,20,3
single pct_b,USDCAD,2020-09-21,top,timeout,False,20,3
single pct_b,USDCAD,2020-12-01,bottom,continuation,False,10,2
single pct_b,USDCAD,2021-01-28,top,reversal,False,17,2
single pct_b,USDCAD,2021-02-24,bottom,timeout,False,20,3
single pct_b,USDCAD,2021-04-26,bottom,continuation,False,9,2
single pct_b,USDCAD,2021-06-11,top,continuation,False,4,2
single pct_b,USDCAD,2021-07-15,top,timeout,False,20,3
single pct_b,USDCAD,2021-08-17,top,continuation,False,3,2
single pct_b,USDCAD,2021-09-17,top,reversal,False,15,2
single pct_b,USDCAD,2021-11-10,top,continuation,False,8,2
single pct_b,USDCAD,2021-11-26,top,timeout,False,20,3
single pct_b,USDCAD,2022-01-11,bottom,timeout,False,20,3
single pct_b,USDCAD,2022-02-24,top,reversal,False,4,2
single pct_b,USDCAD,2022-03-07,top,reversal,False,8,1
single pct_b,USDCAD,2022-04-22,top,continuation,False,12,3
single pct_b,USDCAD,2022-07-14,top,reversal,False,8,2
single pct_b,USDCAD,2022-08-19,top,continuation,False,20,2
single pct_b,USDCAD,2022-09-20,top,continuation,False,4,3
single pct_b,USDCAD,2022-11-04,bottom,timeout,False,20,3
single pct_b,USDCAD,2022-12-05,top,timeout,False,20,2
single pct_b,USDCAD,2023-01-04,bottom,timeout,False,20,2
single pct_b,USDCAD,2023-02-21,top,continuation,False,11,2
single pct_b,USDCAD,2023-03-30,bottom,timeout,False,20,3
single pct_b,USDCAD,2023-06-15,bottom,timeout,False,20,3
single pct_b,USDCAD,2023-08-02,top,continuation,False,17,3
single pct_b,USDCAD,2023-09-07,top,reversal,False,8,3
single pct_b,USDCAD,2023-10-03,top,timeout,False,20,3
single pct_b,USDCAD,2023-11-28,bottom,continuation,False,18,3
single pct_b,USDCAD,2024-01-16,top,timeout,False,20,3
single pct_b,USDCAD,2024-04-10,top,timeout,False,20,3
single pct_b,USDCAD,2024-05-15,bottom,reversal,False,19,2
single pct_b,USDCAD,2024-07-04,bottom,reversal,False,14,2
single pct_b,USDCAD,2024-08-19,bottom,continuation,False,4,2
single pct_b,USDCAD,2024-09-24,bottom,reversal,False,9,3
single pct_b,USDCAD,2024-10-09,top,timeout,False,20,3
single pct_b,USDCAD,2024-11-13,top,continuation,False,9,2
single pct_b,USDCAD,2024-12-06,top,continuation,False,8,3
single pct_b,USDCAD,2025-01-17,top,reversal,False,1,2
single pct_b,USDCAD,2025-01-31,top,continuation,False,1,2
single pct_b,USDCAD,2025-02-14,bottom,reversal,False,12,3
single pct_b,USDCAD,2025-04-03,bottom,timeout,False,20,3
single pct_b,USDCAD,2025-05-12,top,reversal,False,9,2
single pct_b,USDCAD,2025-07-30,top,timeout,False,20,3
single pct_b,USDCAD,2025-09-24,top,continuation,False,14,2
single pct_b,USDCAD,2025-12-05,bottom,timeout,False,20,3
single pct_b,USDCAD,2026-01-07,top,reversal,False,14,3
single pct_b,USDCAD,2026-03-25,top,timeout,False,20,3
single pct_b,USDCAD,2026-05-15,top,continuation,False,15,3
single pct_b,USDCAD,2026-07-14,bottom,timeout,False,20,3
single pct_b,USDCAD,2026-08-14,bottom,timeout,False,20,3
single pct_b,NZDUSD,2009-03-13,top,continuation,False,6,2
single pct_b,NZDUSD,2009-04-20,bottom,reversal,False,13,3
single pct_b,NZDUSD,2009-05-08,top,timeout,False,20,3
single pct_b,NZDUSD,2009-07-20,top,timeout,False,20,3
single pct_b,NZDUSD,2009-09-07,top,continuation,False,11,3
single pct_b,NZDUSD,2009-10-19,top,timeout,False,20,3
single pct_b,NZDUSD,2009-11-26,bottom,timeout,False,20,3
single pct_b,NZDUSD,2010-03-16,top,timeout,False,20,3
single pct_b,NZDUSD,2010-04-23,top,reversal,False,16,2
single pct_b,NZDUSD,2010-06-14,top,timeout,False,20,2
single pct_b,NZDUSD,2010-08-16,bottom,timeout,False,20,3
single pct_b,NZDUSD,2010-10-01,top,timeout,False,20,2
single pct_b,NZDUSD,2010-11-26,bottom,timeout,False,20,3
single pct_b,NZDUSD,2010-12-29,top,timeout,False,20,3
single pct_b,NZDUSD,2011-02-01,top,reversal,False,10,3
single pct_b,NZDUSD,2011-02-22,bottom,continuation,False,17,3
single pct_b,NZDUSD,2011-03-30,top,continuation,False,3,0
single pct_b,NZDUSD,2011-05-16,bottom,reversal,False,8,3
single pct_b,NZDUSD,2011-07-13,top,reversal,False,19,3
single pct_b,NZDUSD,2011-08-10,bottom,timeout,False,20,3
single pct_b,NZDUSD,2011-09-21,bottom,timeout,False,20,3
single pct_b,NZDUSD,2011-10-27,top,reversal,False,2,0
single pct_b,NZDUSD,2012-01-03,top,timeout,False,20,3
single pct_b,NZDUSD,2012-03-05,bottom,timeout,False,20,2
single pct_b,NZDUSD,2012-04-12,top,reversal,False,14,2
single pct_b,NZDUSD,2012-05-15,bottom,continuation,False,6,2
single pct_b,NZDUSD,2012-06-12,top,timeout,False,20,3
single pct_b,NZDUSD,2012-07-24,bottom,reversal,False,3,2
single pct_b,NZDUSD,2012-08-03,top,timeout,False,20,3
single pct_b,NZDUSD,2012-09-03,bottom,reversal,False,6,2
single pct_b,NZDUSD,2012-09-13,top,timeout,False,20,3
single pct_b,NZDUSD,2012-11-01,top,reversal,False,9,2
single pct_b,NZDUSD,2012-12-05,top,timeout,False,20,3
single pct_b,NZDUSD,2013-02-01,top,reversal,False,4,1
single pct_b,NZDUSD,2013-02-14,top,reversal,False,8,2
single pct_b,NZDUSD,2013-03-22,top,continuation,False,13,2
single pct_b,NZDUSD,2013-05-10,bottom,continuation,False,9,3
single pct_b,NZDUSD,2013-06-07,bottom,timeout,False,20,3
single pct_b,NZDUSD,2013-07-17,top,timeout,False,20,1
single pct_b,NZDUSD,2013-10-16,top,reversal,False,10,2
single pct_b,NZDUSD,2013-11-28,bottom,timeout,False,20,3
single pct_b,NZDUSD,2014-01-13,top,reversal,False,14,3
single pct_b,NZDUSD,2014-03-06,top,timeout,False,20,3
single pct_b,NZDUSD,2014-04-09,top,timeout,False,20,3
single pct_b,NZDUSD,2014-05-28,bottom,reversal,False,11,3
single pct_b,NZDUSD,2014-06-18,top,timeout,False,20,3
single pct_b,NZDUSD,2014-07-24,bottom,timeout,False,20,3
single pct_b,NZDUSD,2014-08-25,bottom,continuation,False,13,2
single pct_b,NZDUSD,2014-11-03,bottom,timeout,False,20,2
single pct_b,NZDUSD,2014-12-05,bottom,timeout,False,20,2
single pct_b,NZDUSD,2015-01-20,bottom,continuation,False,4,2
single pct_b,NZDUSD,2015-03-10,bottom,reversal,False,9,3
single pct_b,NZDUSD,2015-05-11,bottom,timeout,False,20,3
single pct_b,NZDUSD,2015-08-24,bottom,continuation,False,9,1
single pct_b,NZDUSD,2015-10-02,top,continuation,False,4,2
single pct_b,NZDUSD,2015-10-14,top,timeout,False,20,3
single pct_b,NZDUSD,2015-12-01,top,timeout,False,20,3
single pct_b,NZDUSD,2016-01-06,bottom,continuation,False,7,3
single pct_b,NZDUSD,2016-02-03,top,timeout,False,20,3
single pct_b,NZDUSD,2016-03-04,top,timeout,False,20,2
single pct_b,NZDUSD,2016-04-19,top,timeout,False,20,3
single pct_b,NZDUSD,2016-06-03,top,continuation,False,14,3
single pct_b,NZDUSD,2016-07-08,top,reversal,False,9,3
single pct_b,NZDUSD,2016-09-06,top,reversal,False,20,2
single pct_b,NZDUSD,2016-10-05,bottom,timeout,False,20,2
single pct_b,NZDUSD,2016-11-08,top,reversal,False,4,3
single pct_b,NZDUSD,2016-12-12,top,reversal,False,4,2
single pct_b,NZDUSD,2017-01-11,top,continuation,False,9,2
single pct_b,NZDUSD,2017-03-02,bottom,timeout,False,20,2
single pct_b,NZDUSD,2017-04-26,bottom,timeout,False,20,3
single pct_b,NZDUSD,2017-05-26,top,continuation,False,13,3
single pct_b,NZDUSD,2017-07-14,top,timeout,False,20,3
single pct_b,NZDUSD,2017-08-15,bottom,timeout,False,20,3
single pct_b,NZDUSD,2017-09-19,top,reversal,False,12,2
single pct_b,NZDUSD,2017-10-20,bottom,timeout,False,20,3
single pct_b,NZDUSD,2017-12-13,top,timeout,False,20,3
single pct_b,NZDUSD,2018-01-11,top,timeout,False,20,3
single pct_b,NZDUSD,2018-03-20,bottom,reversal,False,15,2
single pct_b,NZDUSD,2018-04-23,bottom,continuation,False,16,3
single pct_b,NZDUSD,2018-06-04,top,reversal,False,13,2
single pct_b,NZDUSD,2018-06-27,bottom,timeout,False,20,3
single pct_b,NZDUSD,2018-08-09,bottom,timeout,False,20,3
single pct_b,NZDUSD,2018-10-05,bottom,timeout,False,20,3
single pct_b,NZDUSD,2018-11-06,top,timeout,False,20,3
single pct_b,NZDUSD,2018-12-21,bottom,timeout,False,20,3
single pct_b,NZDUSD,2019-01-30,top,timeout,False,20,3
single pct_b,NZDUSD,2019-04-23,bottom,continuation,False,18,2
single pct_b,NZDUSD,2019-06-07,top,timeout,False,20,3
single pct_b,NZDUSD,2019-07-18,top,reversal,False,9,3
single pct_b,NZDUSD,2019-08-07,bottom,timeout,False,20,3
single pct_b,NZDUSD,2019-09-20,bottom,timeout,False,20,3
single pct_b,NZDUSD,2019-12-02,top,continuation,False,19,3
single pct_b,NZDUSD,2020-01-29,bottom,continuation,False,8,3
single pct_b,NZDUSD,2020-02-28,bottom,reversal,False,6,3
single pct_b,NZDUSD,2020-03-12,bottom,continuation,False,4,3
single pct_b,NZDUSD,2020-05-26,top,continuation,False,7,3
single pct_b,NZDUSD,2020-07-06,top,timeout,False,20,2
single pct_b,NZDUSD,2020-08-28,top,timeout,False,20,3
single pct_b,NZDUSD,2020-11-05,top,continuation,False,13,3
single pct_b,NZDUSD,2020-12-30,top,timeout,False,20,3
single pct_b,NZDUSD,2021-02-19,top,reversal,False,10,3
single pct_b,NZDUSD,2021-03-23,bottom,timeout,False,20,2
single pct_b,NZDUSD,2021-06-11,bottom,continuation,False,5,2
single pct_b,NZDUSD,2021-07-20,bottom,timeout,False,20,2
single pct_b,NZDUSD,2021-09-03,top,reversal,False,18,3
single pct_b,NZDUSD,2021-10-19,top,timeout,False,20,3
single pct_b,NZDUSD,2021-11-24,bottom,timeout,False,20,3
single pct_b,NZDUSD,2022-01-21,bottom,continuation,False,5,2
single pct_b,NZDUSD,2022-02-23,top,continuation,False,19,2
single pct_b,NZDUSD,2022-04-13,bottom,continuation,False,10,3
single pct_b,NZDUSD,2022-06-13,bottom,timeout,False,20,3
single pct_b,NZDUSD,2022-08-10,top,reversal,False,16,3
single pct_b,NZDUSD,2022-09-15,bottom,continuation,False,9,3
single pct_b,NZDUSD,2022-10-26,top,continuation,False,14,2
single pct_b,NZDUSD,2023-02-03,bottom,continuation,False,16,2
single pct_b,NZDUSD,2023-03-07,bottom,timeout,False,20,3
single pct_b,NZDUSD,2023-05-05,top,reversal,False,13,2
single pct_b,NZDUSD,2023-07-12,top,reversal,False,19,3
single pct_b,NZDUSD,2023-09-29,top,reversal,False,13,2
single pct_b,NZDUSD,2023-10-20,bottom,timeout,False,20,3
single pct_b,NZDUSD,2023-12-21,top,timeout,False,20,3
single pct_b,NZDUSD,2024-02-22,top,reversal,False,18,3
