pair,side,date,month,z,hit,base_z,base_hit
EURUSD,top,2011-02-28,2011-02,-0.9359393401928064,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2014-03-24,2014-03,-0.06263042402451253,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2017-06-26,2017-06,-1.7324062991974667,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2017-11-13,2017-11,-0.4404090958480973,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2018-01-01,2018-01,-1.5540213694671823,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2018-03-19,2018-03,-0.18594006366432203,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2020-06-22,2020-06,-1.0467000112391456,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2020-07-27,2020-07,-0.550061744885095,0.0,0.01384741467275574,0.5200348432055749
EURUSD,top,2020-12-14,2020-12,-0.19183210024878386,0.0,0.01384741467275574,0.5200348432055749
EURUSD,bottom,2009-12-21,2009-12,0.37027057033314503,1.0,-0.01384741467275574,0.47952961672473865
EURUSD,bottom,2011-09-26,2011-09,0.9784985164880393,1.0,-0.01384741467275574,0.47952961672473865
EURUSD,bottom,2011-12-05,2011-12,-1.5075363025618291,0.0,-0.01384741467275574,0.47952961672473865
EURUSD,bottom,2012-05-28,2012-05,-0.11047811269378022,0.0,-0.01384741467275574,0.47952961672473865
EURUSD,bottom,2014-09-22,2014-09,-0.315137569598457,0.0,-0.01384741467275574,0.47952961672473865
EURUSD,bottom,2015-01-12,2015-01,-2.0658681720247225,0.0,-0.01384741467275574,0.47952961672473865
EURUSD,bottom,2026-08-03,2026-08,0.4171373059599107,1.0,-0.01384741467275574,0.47952961672473865
GBPUSD,top,2011-02-14,2011-02,-0.18168633013011007,0.0,0.0007798691534338734,0.48519163763066203
GBPUSD,top,2012-10-01,2012-10,0.0780306008582264,1.0,0.0007798691534338734,0.48519163763066203
GBPUSD,top,2012-12-24,2012-12,0.7932307646555471,1.0,0.0007798691534338734,0.48519163763066203
GBPUSD,top,2014-03-24,2014-03,-0.7774557578155445,0.0,0.0007798691534338734,0.48519163763066203
GBPUSD,top,2014-06-02,2014-06,-0.7037053035436445,0.0,0.0007798691534338734,0.48519163763066203
GBPUSD,top,2017-09-25,2017-09,0.9991839606845476,1.0,0.0007798691534338734,0.48519163763066203
GBPUSD,top,2017-11-20,2017-11,-0.3692928786265538,0.0,0.0007798691534338734,0.48519163763066203
