datetime,open,high,low,close
2025-10-01 02:00:00,85.683000,85.690000,85.614000,85.658000
2025-10-01 03:00:00,85.658000,85.686000,85.591000,85.662000
2025-10-01 04:00:00,85.662000,85.706000,85.583000,85.609000
2025-10-01 05:00:00,85.609000,85.669000,85.543000,85.568000
2025-10-01 06:00:00,85.567000,85.574000,85.466000,85.510000
2025-10-01 07:00:00,85.507000,85.539000,85.413000,85.485000
2025-10-01 08:00:00,85.480000,85.599000,85.460000,85.570000
2025-10-01 09:00:00,85.570000,85.600000,85.495000,85.538000
2025-10-01 10:00:00,85.535000,85.579000,85.410000,85.418000
2025-10-01 11:00:00,85.418000,85.549000,85.405000,85.463000
2025-10-01 12:00:00,85.465000,85.586000,85.371000,85.511000
2025-10-01 13:00:00,85.509000,85.528000,85.401000,85.473000
2025-10-01 14:00:00,85.473000,85.596000,85.399000,85.441000
2025-10-01 15:00:00,85.441000,85.564000,85.425000,85.487000
2025-10-01 16:00:00,85.487000,85.593000,85.487000,85.547000
2025-10-01 17:00:00,85.554000,85.599000,85.501000,85.501000
2025-10-01 18:00:00,85.506000,85.616000,85.468000,85.546000
2025-10-01 19:00:00,85.546000,85.603000,85.505000,85.526000
2025-10-01 20:00:00,85.528000,85.581000,85.473000,85.473000
2025-10-01 21:00:00,85.476000,85.557000,85.358000,85.481000
2025-10-01 22:00:00,85.483000,85.578000,85.479000,85.517000
2025-10-01 23:00:00,85.519000,85.634000,85.510000,85.625000
2025-10-02 00:00:00,85.628000,85.666000,85.575000,85.592000
2025-10-02 01:00:00,85.595000,85.765000,85.539000,85.748000
2025-10-02 02:00:00,85.754000,85.806000,85.697000,85.782000
2025-10-02 03:00:00,85.785000,85.798000,85.671000,85.706000
2025-10-02 04:00:00,85.710000,85.805000,85.687000,85.797000
2025-10-02 05:00:00,85.797000,85.883000,85.787000,85.834000
2025-10-02 06:00:00,85.835000,85.973000,85.764000,85.894000
2025-10-02 07:00:00,85.895000,85.986000,85.865000,85.890000
2025-10-02 08:00:00,85.891000,85.891000,85.688000,85.711000
2025-10-02 09:00:00,85.717000,85.724000,85.554000,85.570000
2025-10-02 10:00:00,85.570000,85.590000,85.502000,85.520000
2025-10-02 11:00:00,85.513000,85.564000,85.452000,85.526000
2025-10-02 12:00:00,85.527000,85.691000,85.517000,85.674000
2025-10-02 13:00:00,85.671000,85.710000,85.518000,85.546000
2025-10-02 14:00:00,85.548000,85.602000,85.517000,85.575000
2025-10-02 15:00:00,85.570000,85.633000,85.565000,85.622000
2025-10-02 16:00:00,85.623000,85.675000,85.604000,85.628000
2025-10-02 17:00:00,85.631000,85.649000,85.585000,85.595000
2025-10-02 18:00:00,85.613000,85.681000,85.593000,85.674000
2025-10-02 19:00:00,85.672000,85.677000,85.603000,85.643000
2025-10-02 20:00:00,85.643000,85.662000,85.604000,85.604000
2025-10-02 21:00:00,85.622000,85.723000,85.548000,85.627000
2025-10-02 22:00:00,85.662000,85.670000,85.581000,85.605000
2025-10-02 23:00:00,85.608000,85.635000,85.573000,85.631000
2025-10-03 00:00:00,85.632000,85.775000,85.626000,85.760000
2025-10-03 01:00:00,85.764000,85.929000,85.691000,85.907000
2025-10-03 02:00:00,85.907000,85.962000,85.888000,85.906000
2025-10-03 03:00:00,85.909000,86.002998,85.902000,85.908000
2025-10-03 04:00:00,85.911000,85.943000,85.873000,85.893000
2025-10-03 05:00:00,85.893000,85.997000,85.868000,85.981000
2025-10-03 06:00:00,85.977000,86.001999,85.886000,85.892000
2025-10-03 07:00:00,85.891000,85.997000,85.884000,85.947000
2025-10-03 08:00:00,85.946000,85.982000,85.903000,85.914000
2025-10-03 09:00:00,85.915000,85.983000,85.870000,85.973000
2025-10-03 10:00:00,85.974000,85.978000,85.918000,85.921000
2025-10-03 11:00:00,85.923000,85.967000,85.886000,85.917000
2025-10-03 12:00:00,85.917000,85.956000,85.878000,85.912000
2025-10-03 13:00:00,85.908000,85.922000,85.820000,85.851000
2025-10-03 14:00:00,85.843000,85.985000,85.707000,85.931000
2025-10-03 15:00:00,85.932000,86.013000,85.903000,85.992000
2025-10-03 16:00:00,85.990000,86.059998,85.984000,86.043999
2025-10-03 17:00:00,86.046997,86.046997,85.932000,85.982000
2025-10-03 18:00:00,85.983000,86.038002,85.947000,86.024002
2025-10-03 19:00:00,86.024002,86.055000,86.009003,86.017998
2025-10-03 20:00:00,86.017998,86.022003,85.934000,85.964000
2025-10-05 23:00:00,86.865000,87.151000,86.832000,87.105000
2025-10-06 00:00:00,87.105000,87.305000,87.028999,87.249000
2025-10-06 01:00:00,87.249000,87.387000,87.170000,87.369000
2025-10-06 02:00:00,87.369000,87.495000,87.345000,87.473000
2025-10-06 03:00:00,87.471000,87.593000,87.452000,87.559000
2025-10-06 04:00:00,87.555000,87.705000,87.462000,87.637000
2025-10-06 05:00:00,87.633000,87.715000,87.590000,87.609000
2025-10-06 06:00:00,87.609000,87.630000,87.502000,87.527000
2025-10-06 07:00:00,87.533000,87.648000,87.424000,87.427000
2025-10-06 08:00:00,87.425000,87.560000,87.407000,87.516000
2025-10-06 09:00:00,87.518000,87.526000,87.370000,87.447000
2025-10-06 10:00:00,87.448000,87.467000,87.337000,87.397000
2025-10-06 11:00:00,87.395000,87.524000,87.357000,87.508000
2025-10-06 12:00:00,87.512000,87.517000,87.249000,87.342000
2025-10-06 13:00:00,87.342000,87.523000,87.305000,87.514000
2025-10-06 14:00:00,87.514000,87.634000,87.470000,87.545000
2025-10-06 15:00:00,87.545000,87.596000,87.529000,87.567000
2025-10-06 16:00:00,87.565000,87.686000,87.519000,87.680000
2025-10-06 17:00:00,87.680000,87.741000,87.668000,87.705000
2025-10-06 18:00:00,87.714000,87.796000,87.689000,87.777000
2025-10-06 19:00:00,87.775000,87.823000,87.758000,87.806000
2025-10-06 20:00:00,87.803000,87.859000,87.776000,87.792000
2025-10-06 21:00:00,87.685000,87.768000,87.630000,87.726000
2025-10-06 22:00:00,87.729000,87.791000,87.709000,87.769000
2025-10-06 23:00:00,87.765000,87.835000,87.739000,87.813000
2025-10-07 00:00:00,87.811000,87.933000,87.675000,87.727000
2025-10-07 01:00:00,87.728000,87.785000,87.670000,87.770000
2025-10-07 02:00:00,87.774000,87.822000,87.736000,87.806000
2025-10-07 03:00:00,87.808000,87.815000,87.663000,87.671000
2025-10-07 04:00:00,87.670000,87.682000,87.612000,87.636000
2025-10-07 05:00:00,87.636000,87.654000,87.567000,87.601000
2025-10-07 06:00:00,87.596000,87.657000,87.552000,87.616000
2025-10-07 07:00:00,87.614000,87.626000,87.432000,87.464000
2025-10-07 08:00:00,87.463000,87.598000,87.412000,87.567000
2025-10-07 09:00:00,87.569000,87.636000,87.543000,87.632000
2025-10-07 10:00:00,87.634000,87.638000,87.578000,87.595000
2025-10-07 11:00:00,87.597000,87.628000,87.556000,87.599000
2025-10-07 12:00:00,87.594000,87.639000,87.543000,87.597000
2025-10-07 13:00:00,87.597000,87.718000,87.527000,87.703000
2025-10-07 14:00:00,87.703000,87.805000,87.680000,87.781000
2025-10-07 15:00:00,87.783000,87.812000,87.671000,87.748000
2025-10-07 16:00:00,87.750000,87.912000,87.738000,87.833000
2025-10-07 17:00:00,87.835000,87.973000,87.831000,87.941000
2025-10-07 18:00:00,87.932000,88.105000,87.883000,88.035004
2025-10-07 19:00:00,88.035004,88.056999,87.980000,88.043999
2025-10-07 20:00:00,88.042000,88.130000,88.033997,88.039001
2025-10-07 21:00:00,88.052002,88.112000,87.988000,88.056000
2025-10-07 22:00:00,88.058998,88.102000,87.991000,88.071999
2025-10-07 23:00:00,88.056000,88.202000,88.049004,88.144000
2025-10-08 00:00:00,88.145000,88.325000,88.144000,88.261000
2025-10-08 01:00:00,88.257000,88.267000,87.479000,87.760000
2025-10-08 02:00:00,87.759000,87.768000,87.543000,87.640000
2025-10-08 03:00:00,87.638000,87.683000,87.542000,87.616000
2025-10-08 04:00:00,87.619000,87.642000,87.489000,87.513000
2025-10-08 05:00:00,87.515000,87.553000,87.439000,87.480000
2025-10-08 06:00:00,87.481000,87.628000,87.443000,87.462000
2025-10-08 07:00:00,87.463000,87.741000,87.457000,87.726000
2025-10-08 08:00:00,87.729000,87.945000,87.703000,87.930000
2025-10-08 09:00:00,87.933000,88.181000,87.931000,88.128000
2025-10-08 10:00:00,88.127000,88.269000,88.111000,88.180000
2025-10-08 11:00:00,88.177000,88.243000,88.138000,88.213000
2025-10-08 12:00:00,88.212000,88.230000,88.095001,88.135000
2025-10-08 13:00:00,88.133000,88.217000,88.104000,88.123000
2025-10-08 14:00:00,88.127000,88.209000,88.067001,88.188000
2025-10-08 15:00:00,88.193000,88.293000,88.163000,88.223000
2025-10-08 16:00:00,88.222000,88.250000,88.172000,88.248000
2025-10-08 17:00:00,88.245000,88.311000,88.217000,88.267000
2025-10-08 18:00:00,88.285000,88.337000,88.200000,88.263000
2025-10-08 19:00:00,88.259000,88.341000,88.242000,88.302000
2025-10-08 20:00:00,88.302000,88.359000,88.268000,88.304000
2025-10-08 21:00:00,88.299000,88.371000,88.207000,88.261000
2025-10-08 22:00:00,88.262000,88.322000,88.249000,88.280000
2025-10-08 23:00:00,88.275000,88.338000,88.209000,88.318000
2025-10-09 00:00:00,88.310000,88.434000,88.231000,88.434000
2025-10-09 01:00:00,88.434000,88.523000,88.347000,88.349000
2025-10-09 02:00:00,88.351000,88.507000,88.316000,88.496000
2025-10-09 03:00:00,88.499000,88.502000,88.421000,88.449000
2025-10-09 04:00:00,88.454000,88.574000,88.451000,88.487000
2025-10-09 05:00:00,88.485000,88.556000,88.438000,88.449000
2025-10-09 06:00:00,88.452000,88.545000,88.216000,88.249000
2025-10-09 07:00:00,88.251000,88.368000,88.232000,88.319000
2025-10-09 08:00:00,88.324000,88.331000,88.097000,88.129000
2025-10-09 09:00:00,88.129000,88.234000,88.056999,88.156000
2025-10-09 10:00:00,88.158000,88.275000,88.141000,88.228000
2025-10-09 11:00:00,88.226000,88.341000,88.179000,88.307000
2025-10-09 12:00:00,88.306000,88.366000,88.240000,88.305000
2025-10-09 13:00:00,88.304000,88.348000,87.989000,88.147000
2025-10-09 14:00:00,88.140000,88.153000,87.920000,88.012001
2025-10-09 15:00:00,88.011002,88.029999,87.861000,87.904000
2025-10-09 16:00:00,87.907000,87.965000,87.813000,87.833000
2025-10-09 17:00:00,87.830000,87.922000,87.805000,87.910000
2025-10-09 18:00:00,87.920000,87.928000,87.829000,87.879000
2025-10-09 19:00:00,87.879000,87.941000,87.847000,87.900000
2025-10-09 20:00:00,87.900000,87.965000,87.885000,87.903000
2025-10-09 21:00:00,87.899000,87.982000,87.890000,87.936000
2025-10-09 22:00:00,87.932000,87.992000,87.855000,87.961000
2025-10-09 23:00:00,87.949000,88.027000,87.924000,88.019997
2025-10-10 00:00:00,88.015999,88.053001,87.964000,87.997000
2025-10-10 01:00:00,87.996000,88.043999,87.980000,88.013000
2025-10-10 02:00:00,88.015999,88.035004,87.962000,87.988000
2025-10-10 03:00:00,87.991000,88.007004,87.860000,87.881000
2025-10-10 04:00:00,87.881000,87.954000,87.831000,87.915000
2025-10-10 05:00:00,87.915000,87.967000,87.876000,87.932000
2025-10-10 06:00:00,87.936000,87.992000,87.570000,87.676000
2025-10-10 07:00:00,87.680000,87.913000,87.662000,87.900000
2025-10-10 08:00:00,87.899000,87.944000,87.847000,87.870000
2025-10-10 09:00:00,87.870000,87.918000,87.827000,87.852000
2025-10-10 10:00:00,87.852000,87.862000,87.772000,87.790000
2025-10-10 11:00:00,87.789000,87.829000,87.712000,87.749000
2025-10-10 12:00:00,87.754000,87.818000,87.722000,87.753000
2025-10-10 13:00:00,87.752000,87.794000,87.711000,87.764000
2025-10-10 14:00:00,87.761000,87.782000,87.454000,87.500000
2025-10-10 15:00:00,87.499000,87.503000,86.758000,87.088997
2025-10-10 16:00:00,87.084999,87.142000,86.898000,86.910000
2025-10-10 17:00:00,86.908000,86.967000,86.740000,86.908000
2025-10-10 18:00:00,86.903000,86.966000,86.790000,86.818000
2025-10-10 19:00:00,86.818000,86.884000,86.742000,86.772000
2025-10-10 20:00:00,86.773000,86.864000,86.418000,86.454000
2025-10-12 23:00:00,87.108000,87.113000,86.956000,87.067001
2025-10-13 00:00:00,87.065002,87.122000,86.959000,87.075996
2025-10-13 01:00:00,87.078003,87.284000,87.070999,87.229000
2025-10-13 02:00:00,87.232000,87.259000,87.190000,87.192000
2025-10-13 03:00:00,87.191000,87.251000,87.098999,87.124000
2025-10-13 04:00:00,87.123000,87.187000,87.095001,87.167000
2025-10-13 05:00:00,87.167000,87.188000,87.071999,87.118000
2025-10-13 06:00:00,87.116000,87.180000,87.032997,87.108000
2025-10-13 07:00:00,87.109000,87.452000,87.093002,87.357000
2025-10-13 08:00:00,87.357000,87.397000,87.213000,87.301000
2025-10-13 09:00:00,87.307000,87.353000,87.247000,87.251000
2025-10-13 10:00:00,87.249000,87.255000,87.165000,87.193000
2025-10-13 11:00:00,87.199000,87.222000,86.998000,87.008003
2025-10-13 12:00:00,87.012001,87.099998,86.982000,87.084999
2025-10-13 13:00:00,87.083000,87.227000,87.077003,87.222000
