datetime,open,high,low,close
2025-09-19 05:00:00,147.875000,147.960010,147.839000,147.940990
2025-09-19 06:00:00,147.940990,148.016998,147.938000,147.976000
2025-09-19 07:00:00,147.991000,147.995000,147.862000,147.938000
2025-09-19 08:00:00,147.957000,147.980000,147.897000,147.932010
2025-09-19 09:00:00,147.932010,148.007004,147.929990,147.957000
2025-09-19 10:00:00,147.959000,148.113010,147.889010,148.007004
2025-09-19 11:00:00,148.001999,148.093994,147.927990,148.059006
2025-09-19 12:00:00,148.054993,148.104000,147.942990,147.991000
2025-09-19 13:00:00,147.978000,147.992000,147.364000,147.623000
2025-09-19 14:00:00,147.619000,147.626010,147.192000,147.517000
2025-09-19 15:00:00,147.517000,147.582000,147.411000,147.508000
2025-09-19 16:00:00,147.506000,147.988010,147.462010,147.845990
2025-09-19 17:00:00,147.845990,147.955990,147.657000,147.925990
2025-09-19 18:00:00,147.929000,148.033005,147.806000,147.854000
2025-09-19 19:00:00,147.849000,147.983990,147.748000,147.953000
2025-09-19 20:00:00,147.952000,147.976000,147.850010,147.940000
2025-09-22 09:00:00,147.985990,148.110000,147.968990,148.100010
2025-09-22 10:00:00,148.100010,148.257000,148.098999,148.157000
2025-09-22 11:00:00,148.160000,148.215000,148.080002,148.190000
2025-09-22 12:00:00,148.190000,148.353000,148.173000,148.342000
2025-09-22 13:00:00,148.342000,148.376010,148.298000,148.330990
2025-09-22 14:00:00,148.330990,148.369000,148.268010,148.283000
2025-09-22 15:00:00,148.281010,148.304990,148.218000,148.250000
2025-09-22 16:00:00,148.248990,148.259990,147.991000,148.072006
2025-09-22 17:00:00,148.072998,148.132000,147.884000,148.110000
2025-09-22 18:00:00,148.112000,148.127000,147.814000,147.843990
2025-09-22 19:00:00,147.852010,147.944000,147.793000,147.871000
2025-09-22 20:00:00,147.871000,147.931000,147.814000,147.852010
2025-09-22 21:00:00,147.853000,147.907000,147.737000,147.838000
2025-09-22 22:00:00,147.838000,147.929990,147.758000,147.836000
2025-09-22 23:00:00,147.835010,147.966000,147.724000,147.815990
2025-09-23 00:00:00,147.817000,147.983000,147.811000,147.871000
2025-09-23 01:00:00,147.877000,147.901990,147.813000,147.830990
2025-09-23 02:00:00,147.830990,147.886990,147.728000,147.741000
2025-09-23 03:00:00,147.735990,147.780000,147.651000,147.679990
2025-09-23 04:00:00,147.683000,147.772990,147.655000,147.724000
2025-09-23 05:00:00,147.724000,147.739000,147.684010,147.735990
2025-09-23 06:00:00,147.735000,147.779010,147.688000,147.702000
2025-09-23 07:00:00,147.702000,147.860000,147.658000,147.710010
2025-09-23 08:00:00,147.690990,147.739000,147.649990,147.707990
2025-09-23 09:00:00,147.692990,147.767000,147.675990,147.727010
2025-09-23 10:00:00,147.727010,147.766010,147.646000,147.664000
2025-09-23 11:00:00,147.662990,147.701000,147.595990,147.612000
2025-09-23 12:00:00,147.620000,147.814000,147.601000,147.787990
2025-09-23 13:00:00,147.787990,147.865010,147.744000,147.759000
2025-09-23 14:00:00,147.753010,147.813000,147.726000,147.796010
2025-09-23 15:00:00,147.794010,147.840000,147.733000,147.798000
2025-09-23 16:00:00,147.794010,147.834000,147.632000,147.707990
2025-09-23 17:00:00,147.707990,147.822010,147.640000,147.725010
2025-09-23 18:00:00,147.724000,147.776000,147.531010,147.564000
2025-09-23 19:00:00,147.559010,147.623990,147.503010,147.604000
2025-09-23 20:00:00,147.604000,147.768010,147.574010,147.712010
2025-09-23 21:00:00,147.711000,147.795000,147.683000,147.764010
2025-09-23 22:00:00,147.757000,147.884000,147.751010,147.766010
2025-09-23 23:00:00,147.766010,147.886000,147.656010,147.674000
2025-09-24 00:00:00,147.671010,147.800990,147.610990,147.761990
2025-09-24 01:00:00,147.761990,147.925990,147.744000,147.835010
2025-09-24 02:00:00,147.837010,147.927000,147.679990,147.766010
2025-09-24 03:00:00,147.767000,147.774000,147.485000,147.573000
2025-09-24 04:00:00,147.573000,147.623000,147.455990,147.578000
2025-09-24 05:00:00,147.582000,147.632000,147.544010,147.623000
2025-09-24 06:00:00,147.623000,147.673000,147.577000,147.605000
2025-09-24 07:00:00,147.615010,147.649990,147.541000,147.550990
2025-09-24 08:00:00,147.561000,147.629000,147.535000,147.610000
2025-09-24 09:00:00,147.612000,147.664000,147.567990,147.600010
2025-09-24 10:00:00,147.595990,147.828000,147.511000,147.776000
2025-09-24 11:00:00,147.771000,147.812000,147.709000,147.750000
2025-09-24 12:00:00,147.753010,147.789000,147.718000,147.764010
2025-09-24 13:00:00,147.764010,147.877000,147.754000,147.865010
2025-09-24 14:00:00,147.870000,147.961000,147.865010,147.903000
2025-09-24 15:00:00,147.895000,147.940000,147.804990,147.871000
2025-09-24 16:00:00,147.877000,148.106000,147.864000,148.052994
2025-09-24 17:00:00,148.052994,148.100010,147.998990,148.039001
2025-09-24 18:00:00,148.037994,148.292010,148.011002,148.264010
2025-09-24 19:00:00,148.259990,148.343990,148.203000,148.272000
2025-09-24 20:00:00,148.278000,148.421010,148.272000,148.390000
2025-09-24 21:00:00,148.390000,148.518010,148.369000,148.495000
2025-09-24 22:00:00,148.495000,148.716000,148.425990,148.667010
2025-09-24 23:00:00,148.664990,148.774990,148.610990,148.700000
2025-09-25 00:00:00,148.709000,148.780000,148.587010,148.705990
2025-09-25 01:00:00,148.705990,148.774000,148.690000,148.707000
2025-09-25 02:00:00,148.712010,148.792010,148.679990,148.759990
2025-09-25 03:00:00,148.759990,148.767000,148.700000,148.733990
2025-09-25 04:00:00,148.735990,148.871990,148.731990,148.835010
2025-09-25 05:00:00,148.843000,148.888000,148.830000,148.855000
2025-09-25 06:00:00,148.858990,148.914990,148.849000,148.890000
2025-09-25 07:00:00,148.892000,148.892000,148.672000,148.768010
2025-09-25 08:00:00,148.754000,148.849000,148.754000,148.795000
2025-09-25 09:00:00,148.799000,148.832990,148.720990,148.778000
2025-09-25 10:00:00,148.778000,148.792010,148.557010,148.569000
2025-09-25 11:00:00,148.569000,148.858990,148.554000,148.746990
2025-09-25 12:00:00,148.746990,148.758000,148.608990,148.744000
2025-09-25 13:00:00,148.748000,148.774000,148.654010,148.668000
2025-09-25 14:00:00,148.664000,148.700000,148.595000,148.600010
2025-09-25 15:00:00,148.602010,148.813000,148.593000,148.806000
2025-09-25 16:00:00,148.804990,148.860990,148.724000,148.778000
2025-09-25 17:00:00,148.781010,148.827000,148.630000,148.822010
2025-09-25 18:00:00,148.815000,148.824010,148.658000,148.737000
2025-09-25 19:00:00,148.737000,148.812000,148.679990,148.786000
2025-09-25 20:00:00,148.791000,148.799000,148.720000,148.799000
