pair,month,year,s,diff,spot,carry
AUDUSD,2026-05,2026,0.0,0.47499999999999964,-0.0,0.0
AUDUSD,2026-06,2026,1.0,0.7249999999999996,-0.03670912507830448,0.0006041666666666664
AUDUSD,2026-07,2026,1.0,0.7249999999999996,0.01563629006618683,0.0006041666666666664
AUDUSD,2026-08,2026,1.0,0.7249999999999996,0.01976380193511673,0.0006041666666666664
AUDUSD,2026-09,2026,1.0,0.7249999999999996,-0.005720743975777709,0.0006041666666666664
USDCHF,2008-02,2008,0.0,0.25,-0.0,0.0
USDCHF,2008-03,2008,0.0,0.25,-0.0,0.0
USDCHF,2008-04,2008,-1.0,-0.5,-0.042069243156199754,0.0004166666666666667
USDCHF,2008-05,2008,-1.0,-0.75,-0.006664091172493558,0.000625
USDCHF,2008-06,2008,-1.0,-0.75,0.020531516837762775,0.000625
USDCHF,2008-07,2008,-1.0,-0.75,-0.0257615829170339,0.000625
USDCHF,2008-08,2008,-1.0,-0.75,-0.05175706646294875,0.000625
USDCHF,2008-09,2008,-1.0,-0.75,-0.015798075177047455,0.000625
USDCHF,2008-10,2008,-1.0,-0.75,-0.04442259563818385,0.000625
USDCHF,2008-11,2008,-1.0,-1.5,-0.04390243902439006,0.00125
USDCHF,2008-12,2008,0.0,0.0,-0.0,0.0
USDCHF,2009-01,2009,0.0,-0.375,0.0,-0.0
USDCHF,2009-02,2009,0.0,-0.375,-0.0,-0.0
USDCHF,2009-03,2009,0.0,-0.375,-0.0,-0.0
USDCHF,2009-04,2009,0.0,-0.25,0.0,-0.0
USDCHF,2009-05,2009,0.0,-0.25,-0.0,-0.0
USDCHF,2009-06,2009,0.0,-0.25,0.0,-0.0
USDCHF,2009-07,2009,0.0,-0.25,-0.0,-0.0
USDCHF,2009-08,2009,0.0,-0.25,-0.0,-0.0
USDCHF,2009-09,2009,0.0,-0.25,-0.0,-0.0
USDCHF,2009-10,2009,0.0,-0.25,-0.0,-0.0
USDCHF,2009-11,2009,0.0,-0.25,-0.0,-0.0
USDCHF,2009-12,2009,0.0,-0.25,0.0,-0.0
USDCHF,2010-01,2010,0.0,-0.25,0.0,-0.0
USDCHF,2010-02,2010,0.0,-0.25,0.0,-0.0
USDCHF,2010-03,2010,0.0,-0.25,-0.0,-0.0
USDCHF,2010-04,2010,0.0,-0.25,0.0,-0.0
USDCHF,2010-05,2010,0.0,-0.25,0.0,-0.0
USDCHF,2010-06,2010,0.0,-0.25,-0.0,-0.0
USDCHF,2010-07,2010,0.0,-0.25,-0.0,-0.0
USDCHF,2010-08,2010,0.0,-0.25,-0.0,-0.0
USDCHF,2010-09,2010,0.0,-0.25,-0.0,-0.0
USDCHF,2010-10,2010,0.0,-0.25,0.0,-0.0
USDCHF,2010-11,2010,0.0,-0.25,0.0,-0.0
USDCHF,2010-12,2010,0.0,-0.25,-0.0,-0.0
USDCHF,2011-01,2011,0.0,-0.25,0.0,-0.0
USDCHF,2011-02,2011,0.0,-0.25,-0.0,-0.0
USDCHF,2011-03,2011,0.0,-0.25,-0.0,-0.0
USDCHF,2011-04,2011,0.0,-0.25,-0.0,-0.0
USDCHF,2011-05,2011,0.0,-0.25,-0.0,-0.0
USDCHF,2011-06,2011,0.0,-0.25,-0.0,-0.0
USDCHF,2011-07,2011,0.0,-0.25,-0.0,-0.0
USDCHF,2011-08,2011,0.0,-0.25,0.0,-0.0
USDCHF,2011-09,2011,0.0,0.0,0.0,0.0
USDCHF,2011-10,2011,0.0,0.0,-0.0,0.0
USDCHF,2011-11,2011,0.0,0.0,0.0,0.0
USDCHF,2011-12,2011,0.0,0.0,0.0,0.0
USDCHF,2012-01,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-02,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-03,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-04,2012,0.0,0.0,0.0,0.0
USDCHF,2012-05,2012,0.0,0.0,0.0,0.0
USDCHF,2012-06,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-07,2012,0.0,0.0,0.0,0.0
USDCHF,2012-08,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-09,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-10,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-11,2012,0.0,0.0,-0.0,0.0
USDCHF,2012-12,2012,0.0,0.0,-0.0,0.0
USDCHF,2013-01,2013,0.0,0.0,-0.0,0.0
USDCHF,2013-02,2013,0.0,0.0,0.0,0.0
USDCHF,2013-03,2013,0.0,0.0,0.0,0.0
USDCHF,2013-04,2013,0.0,0.0,-0.0,0.0
USDCHF,2013-05,2013,0.0,0.0,0.0,0.0
USDCHF,2013-06,2013,0.0,0.0,-0.0,0.0
USDCHF,2013-07,2013,0.0,0.0,-0.0,0.0
USDCHF,2013-08,2013,0.0,0.0,0.0,0.0
USDCHF,2013-09,2013,0.0,0.0,-0.0,0.0
USDCHF,2013-10,2013,0.0,0.0,0.0,0.0
USDCHF,2013-11,2013,0.0,0.0,-0.0,0.0
USDCHF,2013-12,2013,0.0,0.0,-0.0,0.0
USDCHF,2014-01,2014,0.0,0.0,0.0,0.0
USDCHF,2014-02,2014,0.0,0.0,-0.0,0.0
USDCHF,2014-03,2014,0.0,0.0,0.0,0.0
USDCHF,2014-04,2014,0.0,0.0,-0.0,0.0
USDCHF,2014-05,2014,0.0,0.0,0.0,0.0
USDCHF,2014-06,2014,0.0,0.0,-0.0,0.0
USDCHF,2014-07,2014,0.0,0.0,0.0,0.0
USDCHF,2014-08,2014,0.0,0.0,0.0,0.0
USDCHF,2014-09,2014,0.0,0.0,0.0,0.0
USDCHF,2014-10,2014,0.0,0.0,0.0,0.0
USDCHF,2014-11,2014,0.0,0.0,0.0,0.0
USDCHF,2014-12,2014,0.0,0.0,0.0,0.0
USDCHF,2015-01,2015,0.0,0.375,-0.0,0.0
USDCHF,2015-02,2015,1.0,0.875,0.03495820214960377,0.0007291666666666667
USDCHF,2015-03,2015,1.0,0.875,0.020245463128081287,0.0007291666666666667
USDCHF,2015-04,2015,1.0,0.875,-0.04122969360477069,0.0007291666666666667
USDCHF,2015-05,2015,1.0,0.875,0.008364611260053723,0.0007291666666666667
USDCHF,2015-06,2015,1.0,0.875,-0.005104753801978168,0.0007291666666666667
USDCHF,2015-07,2015,1.0,0.875,0.03260288615713525,0.0007291666666666667
USDCHF,2015-08,2015,1.0,0.875,0.0010351966873705098,0.0007291666666666667
USDCHF,2015-09,2015,1.0,0.875,0.006411582213029954,0.0007291666666666667
USDCHF,2015-10,2015,1.0,0.875,0.015207562679819153,0.0007291666666666667
USDCHF,2015-11,2015,1.0,0.875,0.04119433198380573,0.0007291666666666667
USDCHF,2015-12,2015,1.0,0.875,-0.025857878876251572,0.0007291666666666667
USDCHF,2016-01,2016,1.0,1.125,0.021055782856002514,0.0009375
USDCHF,2016-02,2016,1.0,1.125,-0.024139953088350374,0.0009375
USDCHF,2016-03,2016,1.0,1.125,-0.03685528292438667,0.0009375
USDCHF,2016-04,2016,1.0,1.125,-0.002079650618696083,0.0009375
USDCHF,2016-05,2016,1.0,1.125,0.035323538605814386,0.0009375
USDCHF,2016-06,2016,1.0,1.125,-0.017612721417069266,0.0009375
USDCHF,2016-07,2016,1.0,1.125,-0.006966499334084553,0.0009375
USDCHF,2016-08,2016,1.0,1.125,0.014959248942535863,0.0009375
USDCHF,2016-09,2016,1.0,1.125,-0.012400894490750103,0.0009375
USDCHF,2016-10,2016,1.0,1.125,0.018011527377521652,0.0009375
USDCHF,2016-11,2016,1.0,1.125,0.028409665352340685,0.0009375
USDCHF,2016-12,2016,1.0,1.125,0.0011797090051119952,0.0009375
USDCHF,2017-01,2017,1.0,1.375,-0.02857423409269444,0.0011458333333333333
USDCHF,2017-02,2017,1.0,1.375,0.016678459516830113,0.0011458333333333333
USDCHF,2017-03,2017,1.0,1.375,-0.0026844303042353745,0.0011458333333333333
USDCHF,2017-04,2017,1.0,1.625,-0.007875585684378517,0.0013541666666666667
USDCHF,2017-05,2017,1.0,1.625,-0.027532154340836,0.0013541666666666667
USDCHF,2017-06,2017,1.0,1.625,-0.009816077702004544,0.0013541666666666667
USDCHF,2017-07,2017,1.0,1.875,0.008661170823333064,0.0015625
USDCHF,2017-08,2017,1.0,1.875,-0.00817297744672052,0.0015625
USDCHF,2017-09,2017,1.0,1.875,0.009909252112235256,0.0015625
USDCHF,2017-10,2017,1.0,1.875,0.030468911381946073,0.0015625
USDCHF,2017-11,2017,1.0,1.875,-0.014132504760950182,0.0015625
USDCHF,2017-12,2017,1.0,1.875,-0.0093533956893046,0.0015625
USDCHF,2018-01,2018,1.0,2.125,-0.0441297208538588,0.0017708333333333332
USDCHF,2018-02,2018,1.0,2.125,0.014172213871591177,0.0017708333333333332
USDCHF,2018-03,2018,1.0,2.125,0.010057167054837945,0.0017708333333333332
USDCHF,2018-04,2018,1.0,2.375,0.03846556964678771,0.001979166666666667
USDCHF,2018-05,2018,1.0,2.375,-0.005046427129592246,0.001979166666666667
USDCHF,2018-06,2018,1.0,2.375,0.004970582268208679,0.001979166666666667
USDCHF,2018-07,2018,1.0,2.625,-0.0004037549207631663,0.0021875
USDCHF,2018-08,2018,1.0,2.625,-0.021710592749671798,0.0021875
USDCHF,2018-09,2018,1.0,2.625,0.013728323699421896,0.0021875
USDCHF,2018-10,2018,1.0,2.875,0.026982995621627204,0.002395833333333333
USDCHF,2018-11,2018,1.0,2.875,-0.009617291294864105,0.002395833333333333
USDCHF,2018-12,2018,1.0,2.875,-0.017319050956051685,0.002395833333333333
USDCHF,2019-01,2019,1.0,3.125,0.012836185819070867,0.0026041666666666665
USDCHF,2019-02,2019,1.0,3.125,0.003922751961376036,0.0026041666666666665
USDCHF,2019-03,2019,1.0,3.125,-0.002905520488929003,0.0026041666666666665
USDCHF,2019-04,2019,1.0,3.125,0.023914790996784507,0.0026041666666666665
USDCHF,2019-05,2019,1.0,3.125,-0.017860647693817455,0.0026041666666666665
USDCHF,2019-06,2019,1.0,3.125,-0.02478017585931247,0.0026041666666666665
USDCHF,2019-07,2019,1.0,3.125,0.018237704918032893,0.0026041666666666665
USDCHF,2019-08,2019,1.0,3.125,-0.0039243308512779684,0.0026041666666666665
USDCHF,2019-09,2019,1.0,2.875,0.007980604101424316,0.002395833333333333
USDCHF,2019-10,2019,1.0,2.625,-0.011525355782722069,0.0021875
USDCHF,2019-11,2019,1.0,2.375,0.013687519010443072,0.001979166666666667
USDCHF,2019-12,2019,1.0,2.375,-0.032006401280256114,0.001979166666666667
USDCHF,2020-01,2020,1.0,2.375,-0.004959702417854928,0.001979166666666667
USDCHF,2020-02,2020,1.0,2.375,0.0023883696780893082,0.001979166666666667
USDCHF,2020-03,2020,1.0,2.375,-0.0046617631824303896,0.001979166666666667
USDCHF,2020-04,2020,1.0,0.875,0.004579517069108974,0.0007291666666666667
USDCHF,2020-05,2020,1.0,0.875,-0.004144218814753353,0.0007291666666666667
USDCHF,2020-06,2020,1.0,0.875,-0.01466916354556802,0.0007291666666666667
USDCHF,2020-07,2020,1.0,0.875,-0.03632140217506086,0.0007291666666666667
USDCHF,2020-08,2020,1.0,0.875,-0.010079982469595739,0.0007291666666666667
USDCHF,2020-09,2020,1.0,0.875,0.019037078029883858,0.0007291666666666667
USDCHF,2020-10,2020,1.0,0.875,-0.004344520473552715,0.0007291666666666667
USDCHF,2020-11,2020,1.0,0.875,-0.008399694556561532,0.0007291666666666667
USDCHF,2020-12,2020,1.0,0.875,-0.026292629262926304,0.0007291666666666667
USDCHF,2021-01,2021,1.0,0.875,0.005875042368093997,0.0007291666666666667
USDCHF,2021-02,2021,1.0,0.875,0.02010558238795923,0.0007291666666666667
USDCHF,2021-03,2021,1.0,0.875,0.03875798282316678,0.0007291666666666667
USDCHF,2021-04,2021,1.0,0.875,-0.03190587237651055,0.0007291666666666667
USDCHF,2021-05,2021,1.0,0.875,-0.015438519654002003,0.0007291666666666667
USDCHF,2021-06,2021,1.0,0.875,0.028580960854092563,0.0007291666666666667
USDCHF,2021-07,2021,1.0,0.875,-0.02108336036328262,0.0007291666666666667
USDCHF,2021-08,2021,1.0,0.875,0.010603048376408353,0.0007291666666666667
USDCHF,2021-09,2021,1.0,0.875,0.0180327868852459,0.0007291666666666667
USDCHF,2021-10,2021,1.0,0.875,-0.01706924315619973,0.0007291666666666667
USDCHF,2021-11,2021,1.0,0.875,0.00327653997378774,0.0007291666666666667
USDCHF,2021-12,2021,1.0,0.875,-0.006967123884171533,0.0007291666666666667
USDCHF,2022-01,2022,1.0,0.875,0.016114887086165153,0.0007291666666666667
USDCHF,2022-02,2022,1.0,0.875,-0.01111230985003775,0.0007291666666666667
USDCHF,2022-03,2022,1.0,0.875,0.006545930613135464,0.0007291666666666667
USDCHF,2022-04,2022,1.0,1.125,0.055061781920659136,0.0009375
USDCHF,2022-05,2022,1.0,1.125,-0.014588041914937344,0.0009375
USDCHF,2022-06,2022,1.0,1.625,-0.004482902418682322,0.0013541666666666667
USDCHF,2022-07,2022,1.0,1.875,-0.0036653052675672537,0.0015625
USDCHF,2022-08,2022,1.0,2.625,0.027328147992432328,0.0021875
USDCHF,2022-09,2022,1.0,2.625,0.009617352158788561,0.0021875
USDCHF,2022-10,2022,1.0,2.625,0.014491284961491768,0.0021875
USDCHF,2022-11,2022,1.0,2.625,-0.05593846768554589,0.0021875
USDCHF,2022-12,2022,1.0,3.375,-0.022008253094910613,0.0028125
USDCHF,2023-01,2023,1.0,3.375,-0.009304338418262503,0.0028125
USDCHF,2023-02,2023,1.0,3.375,0.02708310582068374,0.0028125
USDCHF,2023-03,2023,1.0,3.625,-0.02743221690590114,0.0030208333333333333
USDCHF,2023-04,2023,1.0,3.375,-0.022138406034765468,0.0028125
USDCHF,2023-05,2023,1.0,3.375,0.018167589021186092,0.0028125
USDCHF,2023-06,2023,1.0,3.625,-0.016745360711540536,0.0030208333333333333
USDCHF,2023-07,2023,1.0,3.375,-0.02629962588642576,0.0028125
USDCHF,2023-08,2023,1.0,3.625,0.01318958596169284,0.0030208333333333333
USDCHF,2023-09,2023,1.0,3.625,0.03611048222775648,0.0030208333333333333
USDCHF,2023-10,2023,1.0,3.625,-0.006172839506172867,0.0030208333333333333
USDCHF,2023-11,2023,1.0,3.625,-0.03787170889902702,0.0030208333333333333
USDCHF,2023-12,2023,1.0,3.625,-0.03873400365630708,0.0030208333333333333
USDCHF,2024-01,2024,1.0,3.625,0.022227505051705565,0.0030208333333333333
USDCHF,2024-02,2024,1.0,3.625,0.028604651162790873,0.0030208333333333333
USDCHF,2024-03,2024,1.0,3.625,0.019782952747004146,0.0030208333333333333
USDCHF,2024-04,2024,1.0,3.875,0.01917747478106646,0.0032291666666666666
USDCHF,2024-05,2024,1.0,3.875,-0.018707852947574488,0.0032291666666666666
USDCHF,2024-06,2024,1.0,3.875,-0.003879405896696886,0.0032291666666666666
USDCHF,2024-07,2024,1.0,4.125,-0.022921998442194336,0.0034375
USDCHF,2024-08,2024,1.0,4.125,-0.031887028812208174,0.0034375
USDCHF,2024-09,2024,1.0,4.125,-0.005293494882954941,0.0034375
USDCHF,2024-10,2024,1.0,3.875,0.021109271523178874,0.0032291666666666666
USDCHF,2024-11,2024,1.0,3.875,0.019341015692859953,0.0032291666666666666
USDCHF,2024-12,2024,1.0,3.625,0.02897233426120538,0.0030208333333333333
USDCHF,2025-01,2025,1.0,3.875,0.0054656876276706345,0.0032291666666666666
USDCHF,2025-02,2025,1.0,3.875,-0.007797056885569975,0.0032291666666666666
USDCHF,2025-03,2025,1.0,3.875,-0.020918649695628067,0.0032291666666666666
USDCHF,2025-04,2025,1.0,4.125,-0.06716029843997295,0.0034375
USDCHF,2025-05,2025,1.0,4.125,-0.004156618475744889,0.0034375
USDCHF,2025-06,2025,1.0,4.125,-0.03514408099688471,0.0034375
USDCHF,2025-07,2025,1.0,4.375,0.024316416103319582,0.0036458333333333334
USDCHF,2025-08,2025,1.0,4.375,-0.01483697793538219,0.0036458333333333334
USDCHF,2025-09,2025,1.0,4.375,-0.005111797127895001,0.0036458333333333334
USDCHF,2025-10,2025,1.0,4.125,0.010828873646390846,0.0034375
USDCHF,2025-11,2025,1.0,3.875,-0.001503778087094898,0.0032291666666666666
USDCHF,2025-12,2025,1.0,3.875,-0.013902891353322677,0.0032291666666666666
USDCHF,2026-01,2026,1.0,3.625,-0.025585035215711982,0.0030208333333333333
USDCHF,2026-02,2026,1.0,3.625,-0.0049223435536728255,0.0030208333333333333
USDCHF,2026-03,2026,1.0,3.625,0.040914357125190426,0.0030208333333333333
USDCHF,2026-04,2026,1.0,3.625,-0.022798329206373036,0.0030208333333333333
USDCHF,2026-05,2026,1.0,3.625,-0.00046071743943487675,0.0030208333333333333
USDCHF,2026-06,2026,1.0,3.625,0.03506907545164717,0.0030208333333333333
USDCHF,2026-07,2026,1.0,3.625,-0.0013730486628238392,0.0030208333333333333
USDCHF,2026-08,2026,1.0,3.625,0.001350162886623485,0.0030208333333333333
USDCHF,2026-09,2026,1.0,3.625,0.016897575457694325,0.0030208333333333333
EURJPY,2008-03,2008,1.0,3.5,-0.0011414891642242964,0.002916666666666667
EURJPY,2008-04,2008,1.0,3.5,0.03028571428571425,0.002916666666666667
EURJPY,2008-05,2008,1.0,3.5,0.011400751833364087,0.002916666666666667
EURJPY,2008-06,2008,1.0,3.5,0.01870582500609297,0.002916666666666667
EURJPY,2008-07,2008,1.0,3.5,0.006160655541599391,0.002916666666666667
EURJPY,2008-08,2008,1.0,3.75,-0.05076691237664954,0.003125
EURJPY,2008-09,2008,1.0,3.75,-0.06218681501670942,0.003125
EURJPY,2008-10,2008,1.0,3.75,-0.16273789649415693,0.003125
EURJPY,2008-11,2008,1.0,3.45,-0.0329398628170362,0.002875
EURJPY,2008-12,2008,1.0,2.95,0.04486597938144321,0.0024583333333333336
EURJPY,2009-01,2009,1.0,2.4,-0.09203568553161257,0.002
EURJPY,2009-02,2009,1.0,1.9,0.07441537924380937,0.0015833333333333333
EURJPY,2009-03,2009,1.0,1.9,0.059470830973379574,0.0015833333333333333
EURJPY,2009-04,2009,1.0,1.4,-0.004505804185122919,0.0011666666666666665
EURJPY,2009-05,2009,1.0,1.15,0.035059375906453694,0.0009583333333333333
EURJPY,2009-06,2009,1.0,0.9,0.001926993774088448,0.00075
EURJPY,2009-07,2009,1.0,0.9,-0.0019232876108365993,0.00075
EURJPY,2009-08,2009,1.0,0.9,-0.011932997331752015,0.00075
EURJPY,2009-09,2009,1.0,0.9,-0.014252494186482667,0.00075
EURJPY,2009-10,2009,1.0,0.9,0.009131725135073543,0.00075
EURJPY,2009-11,2009,1.0,0.9,-0.022547319206696392,0.00075
EURJPY,2009-12,2009,1.0,0.9,0.026847785835519167,0.00075
EURJPY,2010-01,2010,1.0,0.9,-0.059579334366691605,0.00075
EURJPY,2010-02,2010,1.0,0.9,-0.03251579451945352,0.00075
EURJPY,2010-03,2010,1.0,0.9,0.04302231284925373,0.00075
EURJPY,2010-04,2010,1.0,0.9,-0.012113055181695809,0.00075
EURJPY,2010-05,2010,1.0,0.9,-0.10017631030613883,0.00075
EURJPY,2010-06,2010,1.0,0.9,-0.03642679016743855,0.00075
EURJPY,2010-07,2010,1.0,0.9,0.04279508272483579,0.00075
EURJPY,2010-08,2010,1.0,0.9,-0.05318205991845415,0.00075
EURJPY,2010-09,2010,1.0,0.9,0.06515633776446372,0.00075
EURJPY,2010-10,2010,1.0,0.9,-0.01432589207242041,0.00075
EURJPY,2010-11,2010,1.0,0.95,-0.03138653588943385,0.0007916666666666666
EURJPY,2010-12,2010,1.0,0.95,0.00018411120316685903,0.0007916666666666666
EURJPY,2011-01,2011,1.0,0.95,0.034146341463414664,0.0007916666666666666
EURJPY,2011-02,2011,1.0,0.95,0.004538981844072643,0.0007916666666666666
EURJPY,2011-03,2011,1.0,0.95,0.04394436076902619,0.0007916666666666666
EURJPY,2011-04,2011,1.0,0.95,0.0204531952813376,0.0007916666666666666
EURJPY,2011-05,2011,1.0,1.2,-0.023785761809713923,0.001
EURJPY,2011-06,2011,1.0,1.2,-0.004856023172601698,0.001
EURJPY,2011-07,2011,1.0,1.2,-0.054019347658590844,0.001
EURJPY,2011-08,2011,1.0,1.45,-0.0028054298642533615,0.0012083333333333334
EURJPY,2011-09,2011,1.0,1.45,-0.0637988928214902,0.0012083333333333334
EURJPY,2011-10,2011,1.0,1.45,0.05050407134548274,0.0012083333333333334
EURJPY,2011-11,2011,1.0,1.45,-0.0382024545538433,0.0012083333333333334
EURJPY,2011-12,2011,1.0,1.2,-0.04451693370430776,0.001
EURJPY,2012-01,2012,1.0,0.95,0.0010041168792047639,0.0007916666666666666
EURJPY,2012-02,2012,1.0,0.95,0.0850636974621326,0.0007916666666666666
EURJPY,2012-03,2012,1.0,0.95,0.02163261532772487,0.0007916666666666666
EURJPY,2012-04,2012,1.0,0.95,-0.043977920550176464,0.0007916666666666666
EURJPY,2012-05,2012,1.0,0.95,-0.08329389493610995,0.0007916666666666666
EURJPY,2012-06,2012,1.0,0.95,0.043159514713474456,0.0007916666666666666
EURJPY,2012-07,2012,1.0,0.95,-0.048797397295826994,0.0007916666666666666
EURJPY,2012-08,2012,1.0,0.7,0.02601458951122959,0.0005833333333333333
EURJPY,2012-09,2012,1.0,0.7,0.01592292089249492,0.0005833333333333333
EURJPY,2012-10,2012,1.0,0.7,0.032345013477088846,0.0005833333333333333
EURJPY,2012-11,2012,1.0,0.7,0.03703703703703698,0.0005833333333333333
EURJPY,2012-12,2012,1.0,0.7,0.06769861991794102,0.0005833333333333333
EURJPY,2013-01,2013,1.0,0.7,0.08576419213973785,0.0005833333333333333
EURJPY,2013-02,2013,1.0,0.7,-0.02670527670527667,0.0005833333333333333
EURJPY,2013-03,2013,1.0,0.7,-0.0016528925619835322,0.0005833333333333333
EURJPY,2013-04,2013,1.0,0.7,0.061920529801324564,0.0005833333333333333
EURJPY,2013-05,2013,1.0,0.7,0.018241347053320922,0.0005833333333333333
EURJPY,2013-06,2013,0.0,0.45,-0.0,0.0
EURJPY,2013-07,2013,0.0,0.45,0.0,0.0
EURJPY,2013-08,2013,0.0,0.45,-0.0,0.0
EURJPY,2013-09,2013,0.0,0.45,0.0,0.0
EURJPY,2013-10,2013,0.0,0.45,0.0,0.0
EURJPY,2013-11,2013,0.0,0.45,0.0,0.0
EURJPY,2013-12,2013,0.0,0.2,0.0,0.0
EURJPY,2014-01,2014,0.0,0.2,-0.0,0.0
EURJPY,2014-02,2014,0.0,0.2,0.0,0.0
EURJPY,2014-03,2014,0.0,0.2,0.0,0.0
EURJPY,2014-04,2014,0.0,0.2,-0.0,0.0
EURJPY,2014-05,2014,0.0,0.2,-0.0,0.0
EURJPY,2014-06,2014,0.0,0.2,-0.0,0.0
EURJPY,2014-07,2014,0.0,0.09999999999999999,-0.0,0.0
EURJPY,2014-08,2014,0.0,0.09999999999999999,-0.0,0.0
EURJPY,2014-09,2014,0.0,0.09999999999999999,0.0,0.0
EURJPY,2014-10,2014,0.0,0.0,0.0,0.0
EURJPY,2014-11,2014,0.0,0.0,0.0,0.0
EURJPY,2014-12,2014,0.0,0.0,-0.0,0.0
EURJPY,2015-01,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-02,2015,0.0,0.0,0.0,0.0
EURJPY,2015-03,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-04,2015,0.0,0.0,0.0,0.0
EURJPY,2015-05,2015,0.0,0.0,0.0,0.0
EURJPY,2015-06,2015,0.0,0.0,0.0,0.0
EURJPY,2015-07,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-08,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-09,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-10,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-11,2015,0.0,0.0,-0.0,0.0
EURJPY,2015-12,2015,0.0,0.0,0.0,0.0
EURJPY,2016-01,2016,0.0,0.0,0.0,0.0
EURJPY,2016-02,2016,0.0,0.0,-0.0,0.0
EURJPY,2016-03,2016,0.0,0.0,0.0,0.0
EURJPY,2016-04,2016,0.0,-0.05,-0.0,-0.0
EURJPY,2016-05,2016,0.0,-0.05,0.0,-0.0
EURJPY,2016-06,2016,0.0,-0.05,-0.0,-0.0
EURJPY,2016-07,2016,0.0,-0.05,-0.0,-0.0
EURJPY,2016-08,2016,0.0,-0.05,0.0,-0.0
EURJPY,2016-09,2016,0.0,-0.05,-0.0,-0.0
EURJPY,2016-10,2016,0.0,0.1,0.0,0.0
EURJPY,2016-11,2016,0.0,0.1,0.0,0.0
EURJPY,2016-12,2016,0.0,0.1,0.0,0.0
EURJPY,2017-01,2017,0.0,0.1,-0.0,0.0
EURJPY,2017-02,2017,0.0,0.1,-0.0,0.0
EURJPY,2017-03,2017,0.0,0.1,-0.0,0.0
EURJPY,2017-04,2017,0.0,0.1,0.0,0.0
EURJPY,2017-05,2017,0.0,0.1,0.0,0.0
EURJPY,2017-06,2017,0.0,0.1,0.0,0.0
EURJPY,2017-07,2017,0.0,0.1,0.0,0.0
EURJPY,2017-08,2017,0.0,0.1,0.0,0.0
EURJPY,2017-09,2017,0.0,0.1,0.0,0.0
EURJPY,2017-10,2017,0.0,0.1,-0.0,0.0
EURJPY,2017-11,2017,0.0,0.1,0.0,0.0
EURJPY,2017-12,2017,0.0,0.1,0.0,0.0
EURJPY,2018-01,2018,0.0,0.1,0.0,0.0
EURJPY,2018-02,2018,0.0,0.1,-0.0,0.0
EURJPY,2018-03,2018,0.0,0.1,0.0,0.0
EURJPY,2018-04,2018,0.0,0.1,0.0,0.0
EURJPY,2018-05,2018,0.0,0.1,-0.0,0.0
EURJPY,2018-06,2018,0.0,0.1,0.0,0.0
EURJPY,2018-07,2018,0.0,0.1,0.0,0.0
EURJPY,2018-08,2018,0.0,0.1,-0.0,0.0
EURJPY,2018-09,2018,0.0,0.1,0.0,0.0
EURJPY,2018-10,2018,0.0,0.1,-0.0,0.0
EURJPY,2018-11,2018,0.0,0.1,0.0,0.0
EURJPY,2018-12,2018,0.0,0.1,-0.0,0.0
EURJPY,2019-01,2019,0.0,0.1,-0.0,0.0
EURJPY,2019-02,2019,0.0,0.1,0.0,0.0
EURJPY,2019-03,2019,0.0,0.1,-0.0,0.0
EURJPY,2019-04,2019,0.0,0.1,0.0,0.0
EURJPY,2019-05,2019,0.0,0.1,-0.0,0.0
EURJPY,2019-06,2019,0.0,0.1,0.0,0.0
EURJPY,2019-07,2019,0.0,0.1,-0.0,0.0
EURJPY,2019-08,2019,0.0,0.1,-0.0,0.0
EURJPY,2019-09,2019,0.0,0.1,0.0,0.0
EURJPY,2019-10,2019,0.0,0.1,0.0,0.0
EURJPY,2019-11,2019,0.0,0.1,0.0,0.0
EURJPY,2019-12,2019,0.0,0.1,0.0,0.0
EURJPY,2020-01,2020,0.0,0.1,-0.0,0.0
EURJPY,2020-02,2020,0.0,0.1,-0.0,0.0
EURJPY,2020-03,2020,0.0,0.1,-0.0,0.0
EURJPY,2020-04,2020,0.0,0.1,-0.0,0.0
EURJPY,2020-05,2020,0.0,0.1,0.0,0.0
EURJPY,2020-06,2020,0.0,0.1,0.0,0.0
EURJPY,2020-07,2020,0.0,0.1,0.0,0.0
EURJPY,2020-08,2020,0.0,0.1,0.0,0.0
EURJPY,2020-09,2020,0.0,0.1,-0.0,0.0
EURJPY,2020-10,2020,0.0,0.1,-0.0,0.0
EURJPY,2020-11,2020,0.0,0.1,0.0,0.0
EURJPY,2020-12,2020,0.0,0.1,0.0,0.0
EURJPY,2021-01,2021,0.0,0.1,0.0,0.0
EURJPY,2021-02,2021,0.0,0.1,0.0,0.0
EURJPY,2021-03,2021,0.0,0.1,0.0,0.0
EURJPY,2021-04,2021,0.0,0.1,0.0,0.0
