study,pair,date,side,outcome,tie,k
single pct_b,EURJPY,2015-07-06,bottom,continuation,False,1
single pct_b,EURJPY,2015-08-10,top,continuation,False,2
single pct_b,EURJPY,2015-09-03,bottom,reversal,False,4
single pct_b,EURJPY,2015-10-28,bottom,continuation,False,13
single pct_b,EURJPY,2015-11-20,bottom,continuation,False,5
single pct_b,EURJPY,2015-12-03,top,reversal,False,5
single pct_b,EURJPY,2015-12-31,bottom,continuation,False,2
single pct_b,EURJPY,2016-01-29,top,reversal,False,6
single pct_b,EURJPY,2016-02-22,bottom,continuation,False,1
single pct_b,EURJPY,2016-03-31,top,reversal,False,2
single pct_b,EURJPY,2016-04-07,bottom,continuation,False,7
single pct_b,EURJPY,2016-06-02,bottom,reversal,False,3
single pct_b,EURJPY,2016-06-10,bottom,continuation,False,1
single pct_b,EURJPY,2016-06-16,bottom,reversal,False,2
single pct_b,EURJPY,2016-06-24,bottom,continuation,False,8
single pct_b,EURJPY,2016-08-29,top,continuation,False,2
single pct_b,EURJPY,2016-09-21,bottom,reversal,False,1
single pct_b,EURJPY,2016-11-08,top,reversal,False,1
single pct_b,EURJPY,2016-11-10,top,continuation,False,4
single pct_b,EURJPY,2016-11-23,top,continuation,False,1
single pct_b,EURJPY,2016-11-30,top,continuation,True,3
single pct_b,EURJPY,2017-01-16,bottom,reversal,False,3
single pct_b,EURJPY,2017-02-06,bottom,reversal,False,4
single pct_b,EURJPY,2017-02-24,bottom,reversal,False,3
single pct_b,EURJPY,2017-03-10,top,reversal,False,3
single pct_b,EURJPY,2017-03-31,bottom,continuation,False,2
single pct_b,EURJPY,2017-04-11,bottom,continuation,False,3
single pct_b,EURJPY,2017-04-25,top,continuation,False,6
single pct_b,EURJPY,2017-06-27,top,continuation,False,2
single pct_b,EURJPY,2017-08-02,top,reversal,False,2
single pct_b,EURJPY,2017-09-18,top,reversal,False,5
single pct_b,EURJPY,2017-10-20,top,reversal,False,4
single pct_b,EURJPY,2017-11-30,top,reversal,False,1
single pct_b,EURJPY,2017-12-20,top,continuation,False,9
single pct_b,EURJPY,2018-02-02,top,reversal,False,1
single pct_b,EURJPY,2018-02-08,bottom,continuation,False,4
single pct_b,EURJPY,2018-03-22,bottom,reversal,False,2
single pct_b,EURJPY,2018-04-10,top,reversal,False,16
single pct_b,EURJPY,2018-05-03,bottom,continuation,False,1
single pct_b,EURJPY,2018-05-23,bottom,continuation,False,1
single pct_b,EURJPY,2018-07-11,top,continuation,False,4
single pct_b,EURJPY,2018-08-03,bottom,continuation,False,5
single pct_b,EURJPY,2018-09-20,top,reversal,False,6
single pct_b,EURJPY,2018-10-10,bottom,reversal,False,2
single pct_b,EURJPY,2018-12-20,bottom,continuation,False,1
single pct_b,EURJPY,2019-01-02,bottom,continuation,False,1
single pct_b,EURJPY,2019-02-01,top,reversal,False,4
single pct_b,EURJPY,2019-02-25,top,continuation,False,4
single pct_b,EURJPY,2019-03-22,bottom,reversal,False,8
single pct_b,EURJPY,2019-05-07,bottom,continuation,False,2
single pct_b,EURJPY,2019-05-31,bottom,reversal,False,2
single pct_b,EURJPY,2019-08-01,bottom,continuation,False,2
single pct_b,EURJPY,2019-08-30,bottom,continuation,False,2
single pct_b,EURJPY,2019-09-12,top,reversal,False,6
single pct_b,EURJPY,2019-10-15,top,continuation,False,2
single pct_b,EURJPY,2019-11-12,bottom,continuation,False,2
single pct_b,EURJPY,2019-12-12,top,continuation,False,1
single pct_b,EURJPY,2020-01-27,bottom,reversal,False,6
single pct_b,EURJPY,2020-03-09,bottom,reversal,False,1
single pct_b,EURJPY,2020-03-12,bottom,reversal,False,1
single pct_b,EURJPY,2020-05-06,bottom,reversal,False,2
single pct_b,EURJPY,2020-05-20,top,reversal,False,2
single pct_b,EURJPY,2020-05-28,top,continuation,False,3
single pct_b,EURJPY,2020-07-14,top,continuation,False,5
single pct_b,EURJPY,2020-09-16,bottom,continuation,False,3
single pct_b,EURJPY,2020-10-28,bottom,continuation,False,2
single pct_b,EURJPY,2020-12-01,top,continuation,False,7
single pct_b,EURJPY,2020-12-28,top,reversal,False,4
single pct_b,GBPJPY,2009-02-24,top,reversal,False,4
single pct_b,GBPJPY,2009-03-24,top,reversal,False,3
single pct_b,GBPJPY,2009-04-02,top,continuation,False,2
single pct_b,GBPJPY,2009-05-28,top,continuation,False,2
single pct_b,GBPJPY,2009-07-07,bottom,continuation,False,1
single pct_b,GBPJPY,2009-07-10,bottom,reversal,False,2
single pct_b,GBPJPY,2009-08-03,top,reversal,False,6
single pct_b,GBPJPY,2009-09-24,bottom,continuation,False,1
single pct_b,GBPJPY,2009-10-21,top,reversal,False,5
single pct_b,GBPJPY,2009-11-20,bottom,continuation,False,4
single pct_b,GBPJPY,2009-12-31,top,reversal,False,3
single pct_b,GBPJPY,2010-01-22,bottom,reversal,False,2
single pct_b,GBPJPY,2010-02-04,bottom,reversal,False,8
single pct_b,GBPJPY,2010-02-25,bottom,continuation,False,2
single pct_b,GBPJPY,2010-03-30,top,continuation,False,1
single pct_b,GBPJPY,2010-05-06,bottom,reversal,False,1
single pct_b,GBPJPY,2010-05-20,bottom,reversal,False,5
single pct_b,GBPJPY,2010-07-27,top,reversal,False,3
single pct_b,GBPJPY,2010-08-02,top,reversal,False,6
single pct_b,GBPJPY,2010-08-24,bottom,reversal,False,2
single pct_b,GBPJPY,2010-09-15,top,reversal,False,5
single pct_b,GBPJPY,2010-10-12,bottom,continuation,False,6
single pct_b,GBPJPY,2010-11-10,top,reversal,False,2
single pct_b,GBPJPY,2010-12-22,bottom,continuation,False,4
single pct_b,GBPJPY,2011-02-10,top,continuation,False,3
single pct_b,GBPJPY,2011-03-15,bottom,continuation,False,1
single pct_b,GBPJPY,2011-04-05,top,reversal,False,5
single pct_b,GBPJPY,2011-05-05,bottom,reversal,False,4
single pct_b,GBPJPY,2011-05-31,top,reversal,False,1
single pct_b,GBPJPY,2011-07-11,bottom,continuation,False,1
single pct_b,GBPJPY,2011-08-10,bottom,reversal,False,3
single pct_b,GBPJPY,2011-09-12,bottom,continuation,False,2
single pct_b,GBPJPY,2011-09-21,bottom,continuation,False,1
single pct_b,GBPJPY,2011-10-14,top,reversal,False,2
single pct_b,GBPJPY,2011-10-31,top,reversal,False,3
single pct_b,GBPJPY,2011-12-29,bottom,continuation,False,6
single pct_b,GBPJPY,2012-01-24,top,reversal,False,3
single pct_b,GBPJPY,2012-02-16,top,continuation,False,1
single pct_b,GBPJPY,2012-02-24,top,reversal,False,1
single pct_b,GBPJPY,2012-03-16,top,reversal,False,4
single pct_b,GBPJPY,2012-04-10,bottom,reversal,False,3
single pct_b,GBPJPY,2012-05-17,bottom,continuation,False,8
single pct_b,GBPJPY,2012-05-30,bottom,continuation,False,1
single pct_b,GBPJPY,2012-07-12,bottom,reversal,False,3
single pct_b,GBPJPY,2012-07-23,bottom,reversal,False,3
single pct_b,GBPJPY,2012-08-16,top,reversal,False,8
single pct_b,GBPJPY,2012-09-14,top,continuation,False,1
single pct_b,GBPJPY,2012-10-22,top,reversal,False,1
single pct_b,GBPJPY,2012-10-25,top,reversal,False,1
single pct_b,GBPJPY,2012-11-21,top,reversal,False,5
single pct_b,GBPJPY,2012-12-12,top,continuation,False,3
single pct_b,GBPJPY,2012-12-31,top,continuation,False,2
single pct_b,GBPJPY,2013-02-01,top,continuation,False,4
single pct_b,GBPJPY,2013-02-25,bottom,reversal,False,3
single pct_b,GBPJPY,2013-04-02,bottom,reversal,False,2
single pct_b,GBPJPY,2013-06-11,bottom,continuation,False,2
single pct_b,GBPJPY,2013-06-14,bottom,reversal,False,3
single pct_b,GBPJPY,2013-07-18,top,reversal,False,6
single pct_b,GBPJPY,2013-09-04,top,reversal,False,2
single pct_b,GBPJPY,2013-09-10,top,continuation,False,7
single pct_b,GBPJPY,2013-10-04,bottom,reversal,False,6
single pct_b,GBPJPY,2013-11-13,top,continuation,False,1
single pct_b,GBPJPY,2013-11-21,top,continuation,False,2
single pct_b,GBPJPY,2013-11-27,top,continuation,False,2
single pct_b,GBPJPY,2013-12-27,top,reversal,False,5
single pct_b,GBPJPY,2014-01-24,bottom,reversal,False,1
single pct_b,GBPJPY,2014-01-31,bottom,continuation,False,1
single pct_b,GBPJPY,2014-03-06,top,reversal,False,4
single pct_b,GBPJPY,2014-03-14,bottom,reversal,False,10
single pct_b,GBPJPY,2014-05-14,bottom,reversal,False,9
single pct_b,GBPJPY,2014-06-13,top,continuation,False,12
single pct_b,GBPJPY,2014-07-02,top,reversal,False,4
single pct_b,GBPJPY,2014-08-06,bottom,continuation,False,2
single pct_b,GBPJPY,2014-08-13,bottom,reversal,False,5
single pct_b,GBPJPY,2014-09-11,top,continuation,False,4
single pct_b,GBPJPY,2014-10-13,bottom,continuation,False,1
single pct_b,GBPJPY,2014-10-31,top,continuation,False,1
single pct_b,GBPJPY,2014-12-05,top,reversal,False,2
single pct_b,GBPJPY,2015-01-05,bottom,continuation,False,1
single pct_b,GBPJPY,2015-02-06,top,continuation,False,3
single pct_b,GBPJPY,2015-03-11,bottom,continuation,False,2
single pct_b,GBPJPY,2015-03-17,bottom,continuation,True,1
single pct_b,GBPJPY,2015-04-10,bottom,reversal,False,4
single pct_b,GBPJPY,2015-04-22,top,continuation,False,4
single pct_b,GBPJPY,2015-05-11,top,continuation,False,8
single pct_b,GBPJPY,2015-06-05,top,reversal,False,2
single pct_b,GBPJPY,2015-06-17,top,reversal,False,6
single pct_b,GBPJPY,2015-07-07,bottom,continuation,False,1
single pct_b,GBPJPY,2015-08-21,bottom,continuation,False,1
single pct_b,GBPJPY,2015-09-01,bottom,continuation,False,4
single pct_b,GBPJPY,2015-11-18,top,reversal,False,2
single pct_b,GBPJPY,2015-12-18,bottom,continuation,False,7
single pct_b,GBPJPY,2016-01-05,bottom,continuation,False,1
single pct_b,GBPJPY,2016-02-11,bottom,reversal,False,2
single pct_b,GBPJPY,2016-04-05,bottom,continuation,False,2
single pct_b,GBPJPY,2016-05-25,top,reversal,False,5
single pct_b,GBPJPY,2016-06-10,bottom,continuation,False,1
single pct_b,GBPJPY,2016-06-24,bottom,continuation,False,1
single pct_b,GBPJPY,2016-08-31,top,continuation,False,1
single pct_b,GBPJPY,2016-09-21,bottom,reversal,False,6
single pct_b,GBPJPY,2016-10-07,bottom,continuation,False,2
single pct_b,GBPJPY,2016-11-04,top,continuation,True,3
single pct_b,GBPJPY,2017-01-09,bottom,continuation,False,3
single pct_b,GBPJPY,2017-03-29,bottom,reversal,False,1
single pct_b,GBPJPY,2017-04-04,bottom,continuation,False,7
single pct_b,GBPJPY,2017-04-25,top,continuation,False,3
single pct_b,GBPJPY,2017-05-26,bottom,continuation,False,7
single pct_b,GBPJPY,2017-06-12,bottom,reversal,False,2
single pct_b,GBPJPY,2017-06-27,top,continuation,False,2
single pct_b,GBPJPY,2017-08-08,bottom,continuation,False,2
single pct_b,GBPJPY,2017-09-11,top,continuation,False,1
single pct_b,GBPJPY,2017-10-31,top,reversal,False,2
single pct_b,GBPJPY,2017-11-30,top,reversal,False,1
single pct_b,GBPJPY,2017-12-07,top,reversal,False,4
single pct_b,GBPJPY,2018-01-05,top,reversal,False,2
single pct_b,GBPJPY,2018-01-17,top,continuation,False,3
single pct_b,GBPJPY,2018-01-24,top,reversal,False,2
single pct_b,GBPJPY,2018-02-09,bottom,continuation,False,3
single pct_b,GBPJPY,2018-03-02,bottom,reversal,False,2
single pct_b,GBPJPY,2018-04-10,top,continuation,False,3
single pct_b,GBPJPY,2018-05-03,bottom,reversal,False,10
single pct_b,GBPJPY,2018-05-24,bottom,continuation,False,3
single pct_b,GBPJPY,2018-07-11,top,continuation,False,3
single pct_b,GBPJPY,2018-08-08,bottom,continuation,False,2
single pct_b,GBPJPY,2018-09-13,top,continuation,False,4
single pct_b,GBPJPY,2018-09-20,top,reversal,False,1
single pct_b,GBPJPY,2018-10-18,bottom,reversal,False,2
single pct_b,GBPJPY,2018-12-10,bottom,reversal,False,3
single pct_b,GBPJPY,2019-01-02,bottom,continuation,False,1
single pct_b,GBPJPY,2019-01-23,top,reversal,False,11
single pct_b,GBPJPY,2019-02-19,top,continuation,False,5
single pct_b,GBPJPY,2019-04-25,bottom,reversal,False,3
single pct_b,GBPJPY,2019-05-08,bottom,continuation,False,3
single pct_b,GBPJPY,2019-07-16,bottom,reversal,False,6
single pct_b,GBPJPY,2019-07-29,bottom,continuation,False,1
single pct_b,GBPJPY,2019-09-05,top,continuation,False,4
single pct_b,GBPJPY,2019-09-13,top,reversal,False,6
single pct_b,GBPJPY,2019-10-11,top,continuation,False,2
single pct_b,GBPJPY,2019-11-18,top,reversal,False,4
single pct_b,GBPJPY,2019-11-27,top,continuation,False,5
single pct_b,GBPJPY,2019-12-13,top,reversal,False,2
single pct_b,GBPJPY,2020-02-03,bottom,reversal,False,1
single pct_b,GBPJPY,2020-02-20,top,reversal,False,2
single pct_b,GBPJPY,2020-02-28,bottom,continuation,False,1
single pct_b,GBPJPY,2020-03-09,bottom,reversal,False,1
single pct_b,GBPJPY,2020-03-12,bottom,reversal,False,1
single pct_b,GBPJPY,2020-03-18,bottom,reversal,False,1
single pct_b,GBPJPY,2020-05-06,bottom,reversal,False,2
single pct_b,GBPJPY,2020-05-15,bottom,reversal,False,1
single pct_b,GBPJPY,2020-06-01,top,continuation,False,1
single pct_b,GBPJPY,2020-07-30,top,continuation,False,1
single pct_b,GBPJPY,2020-08-27,top,continuation,False,2
single pct_b,GBPJPY,2020-09-08,bottom,continuation,False,2
single pct_b,GBPJPY,2020-10-28,bottom,reversal,False,4
single pct_b,GBPJPY,2020-11-09,top,continuation,False,2
single pct_b,GBPJPY,2020-12-31,top,reversal,False,2
single pct_b,CADJPY,2009-02-24,top,reversal,False,4
single pct_b,CADJPY,2009-03-23,top,reversal,False,5
single pct_b,CADJPY,2009-04-03,top,reversal,False,11
single pct_b,CADJPY,2009-05-04,top,reversal,False,6
single pct_b,CADJPY,2009-05-28,top,continuation,False,2
single pct_b,CADJPY,2009-06-22,bottom,continuation,False,10
single pct_b,CADJPY,2009-07-08,bottom,reversal,False,4
single pct_b,CADJPY,2009-07-23,top,continuation,False,6
single pct_b,CADJPY,2009-09-25,bottom,continuation,False,1
single pct_b,CADJPY,2009-10-12,top,continuation,False,3
single pct_b,CADJPY,2009-11-26,bottom,continuation,False,1
single pct_b,CADJPY,2009-12-22,top,continuation,False,5
single pct_b,CADJPY,2010-01-21,bottom,continuation,False,3
single pct_b,CADJPY,2010-02-17,top,reversal,False,4
single pct_b,CADJPY,2010-03-31,top,continuation,False,2
single pct_b,CADJPY,2010-05-06,bottom,reversal,False,1
single pct_b,CADJPY,2010-05-20,bottom,reversal,False,5
single pct_b,CADJPY,2010-06-29,bottom,continuation,False,2
single pct_b,CADJPY,2010-08-11,bottom,reversal,False,2
single pct_b,CADJPY,2010-08-23,bottom,continuation,False,1
single pct_b,CADJPY,2010-09-15,top,reversal,False,5
single pct_b,CADJPY,2010-10-18,bottom,continuation,False,1
single pct_b,CADJPY,2010-11-10,top,reversal,False,2
single pct_b,CADJPY,2010-12-02,top,reversal,False,1
single pct_b,CADJPY,2010-12-15,top,reversal,False,3
single pct_b,CADJPY,2011-02-11,top,reversal,False,7
single pct_b,CADJPY,2011-03-15,bottom,continuation,False,1
single pct_b,CADJPY,2011-05-05,bottom,reversal,False,1
single pct_b,CADJPY,2011-06-03,bottom,reversal,False,7
single pct_b,CADJPY,2011-06-29,top,continuation,False,2
single pct_b,CADJPY,2011-07-29,bottom,reversal,False,1
single pct_b,CADJPY,2011-08-02,bottom,reversal,False,2
single pct_b,CADJPY,2011-08-08,bottom,continuation,False,1
single pct_b,CADJPY,2011-08-10,bottom,reversal,False,11
single pct_b,CADJPY,2011-09-20,bottom,continuation,False,1
single pct_b,CADJPY,2011-10-31,top,reversal,False,1
single pct_b,CADJPY,2011-11-21,bottom,reversal,False,5
single pct_b,CADJPY,2012-01-24,top,reversal,False,4
single pct_b,CADJPY,2012-02-09,top,reversal,False,1
single pct_b,CADJPY,2012-02-14,top,continuation,False,2
single pct_b,CADJPY,2012-03-14,top,reversal,False,6
single pct_b,CADJPY,2012-04-06,bottom,continuation,False,2
single pct_b,CADJPY,2012-05-09,bottom,continuation,False,6
single pct_b,CADJPY,2012-05-31,bottom,continuation,False,1
single pct_b,CADJPY,2012-07-03,top,reversal,False,5
single pct_b,CADJPY,2012-07-23,bottom,reversal,False,4
single pct_b,CADJPY,2012-08-09,top,reversal,False,1
single pct_b,CADJPY,2012-08-16,top,reversal,False,4
single pct_b,CADJPY,2012-09-14,top,reversal,False,4
single pct_b,CADJPY,2012-11-08,bottom,reversal,False,4
single pct_b,CADJPY,2012-11-19,top,continuation,False,2
single pct_b,CADJPY,2012-12-12,top,continuation,False,2
single pct_b,CADJPY,2012-12-17,top,reversal,False,4
single pct_b,CADJPY,2013-01-02,top,continuation,False,2
single pct_b,CADJPY,2013-02-01,top,continuation,False,3
single pct_b,CADJPY,2013-02-25,bottom,reversal,False,3
single pct_b,CADJPY,2013-04-04,top,continuation,False,2
single pct_b,CADJPY,2013-05-09,top,reversal,False,10
single pct_b,CADJPY,2013-05-31,bottom,continuation,False,4
single pct_b,CADJPY,2013-06-14,bottom,reversal,False,3
single pct_b,CADJPY,2013-08-06,bottom,continuation,False,1
single pct_b,CADJPY,2013-09-09,top,continuation,False,1
single pct_b,CADJPY,2013-10-02,bottom,reversal,False,7
single pct_b,CADJPY,2013-11-15,top,continuation,False,9
single pct_b,CADJPY,2013-12-13,top,reversal,False,2
single pct_b,CADJPY,2014-01-10,bottom,continuation,False,1
single pct_b,CADJPY,2014-01-23,bottom,continuation,False,1
single pct_b,CADJPY,2014-03-06,top,reversal,False,2
single pct_b,CADJPY,2014-05-08,top,reversal,False,5
single pct_b,CADJPY,2014-06-19,top,continuation,False,1
single pct_b,CADJPY,2014-07-03,top,reversal,False,2
single pct_b,CADJPY,2014-07-17,bottom,reversal,False,4
single pct_b,CADJPY,2014-08-05,bottom,continuation,False,3
single pct_b,CADJPY,2014-08-21,top,continuation,False,4
single pct_b,CADJPY,2014-09-10,top,reversal,False,1
single pct_b,CADJPY,2014-09-17,top,continuation,False,1
single pct_b,CADJPY,2014-10-13,bottom,continuation,False,1
single pct_b,CADJPY,2014-10-31,top,continuation,False,1
single pct_b,CADJPY,2014-11-05,top,continuation,False,4
single pct_b,CADJPY,2014-12-15,bottom,continuation,False,1
single pct_b,CADJPY,2015-01-06,bottom,reversal,False,1
single pct_b,CADJPY,2015-01-12,bottom,continuation,False,2
single pct_b,CADJPY,2015-01-21,bottom,continuation,False,3
single pct_b,CADJPY,2015-03-04,top,reversal,False,5
single pct_b,CADJPY,2015-03-27,bottom,reversal,False,5
single pct_b,CADJPY,2015-04-07,top,reversal,False,3
single pct_b,CADJPY,2015-04-15,top,continuation,False,1
single pct_b,CADJPY,2015-06-02,top,continuation,False,3
single pct_b,CADJPY,2015-06-29,bottom,continuation,False,1
single pct_b,CADJPY,2015-07-03,bottom,continuation,False,1
single pct_b,CADJPY,2015-08-21,bottom,continuation,False,1
single pct_b,CADJPY,2015-09-28,bottom,reversal,False,4
single pct_b,CADJPY,2015-10-05,top,continuation,False,4
single pct_b,CADJPY,2015-12-07,bottom,continuation,False,1
single pct_b,CADJPY,2016-01-05,bottom,continuation,False,1
single pct_b,CADJPY,2016-01-15,bottom,reversal,False,2
single pct_b,CADJPY,2016-01-29,top,reversal,False,3
single pct_b,CADJPY,2016-04-05,bottom,continuation,False,2
single pct_b,CADJPY,2016-04-22,top,reversal,False,4
single pct_b,CADJPY,2016-06-03,bottom,reversal,False,1
single pct_b,CADJPY,2016-06-16,bottom,reversal,False,2
single pct_b,CADJPY,2016-06-24,bottom,continuation,False,10
single pct_b,CADJPY,2016-08-31,top,continuation,False,2
single pct_b,CADJPY,2016-11-02,bottom,reversal,False,3
single pct_b,CADJPY,2016-11-14,top,continuation,False,1
single pct_b,CADJPY,2017-01-23,bottom,reversal,False,1
single pct_b,CADJPY,2017-03-21,bottom,continuation,False,1
single pct_b,CADJPY,2017-03-27,bottom,reversal,False,3
single pct_b,CADJPY,2017-04-14,bottom,continuation,False,3
single pct_b,CADJPY,2017-05-09,top,reversal,False,6
single pct_b,CADJPY,2017-06-16,top,continuation,False,7
single pct_b,CADJPY,2017-06-28,top,continuation,False,3
single pct_b,CADJPY,2017-08-03,bottom,continuation,False,4
single pct_b,CADJPY,2017-09-01,top,reversal,False,1
single pct_b,CADJPY,2017-09-06,top,continuation,False,3
single pct_b,CADJPY,2017-10-25,bottom,continuation,False,3
single pct_b,CADJPY,2017-11-17,bottom,continuation,False,6
single pct_b,CADJPY,2017-12-27,top,continuation,False,6
single pct_b,CADJPY,2018-01-05,top,reversal,False,2
single pct_b,CADJPY,2018-02-05,bottom,continuation,False,3
single pct_b,CADJPY,2018-02-13,bottom,continuation,False,1
single pct_b,CADJPY,2018-02-15,bottom,continuation,False,5
single pct_b,CADJPY,2018-03-02,bottom,reversal,False,5
single pct_b,CADJPY,2018-04-05,top,continuation,False,3
single pct_b,CADJPY,2018-05-08,bottom,reversal,False,1
single pct_b,CADJPY,2018-05-16,top,continuation,False,4
single pct_b,CADJPY,2018-05-29,bottom,reversal,False,1
single pct_b,CADJPY,2018-06-19,bottom,reversal,False,8
single pct_b,CADJPY,2018-07-12,top,reversal,False,5
single pct_b,CADJPY,2018-07-31,top,reversal,False,5
single pct_b,CADJPY,2018-08-29,top,reversal,False,1
single pct_b,CADJPY,2018-10-01,top,reversal,False,3
single pct_b,CADJPY,2018-11-20,bottom,reversal,False,1
single pct_b,CADJPY,2018-12-06,bottom,reversal,False,1
single pct_b,CADJPY,2018-12-18,bottom,continuation,False,2
single pct_b,CADJPY,2019-02-01,top,reversal,False,4
single pct_b,CADJPY,2019-03-22,bottom,reversal,False,2
single pct_b,CADJPY,2019-04-25,bottom,continuation,False,7
single pct_b,CADJPY,2019-05-07,bottom,continuation,False,2
single pct_b,CADJPY,2019-05-13,bottom,reversal,False,3
single pct_b,CADJPY,2019-05-31,bottom,reversal,False,2
single pct_b,CADJPY,2019-06-26,top,continuation,False,3
single pct_b,CADJPY,2019-08-01,bottom,continuation,False,1
single pct_b,CADJPY,2019-09-05,top,continuation,False,3
single pct_b,CADJPY,2019-10-02,bottom,reversal,False,6
single pct_b,CADJPY,2019-10-15,top,continuation,False,5
single pct_b,CADJPY,2019-11-14,bottom,reversal,False,2
single pct_b,CADJPY,2019-12-12,top,continuation,False,2
single pct_b,CADJPY,2019-12-18,top,reversal,False,2
single pct_b,CADJPY,2020-01-09,top,continuation,False,5
single pct_b,CADJPY,2020-01-27,bottom,reversal,False,2
single pct_b,CADJPY,2020-01-31,bottom,reversal,False,2
single pct_b,CADJPY,2020-02-19,top,reversal,False,3
single pct_b,CADJPY,2020-02-28,bottom,continuation,False,1
single pct_b,CADJPY,2020-03-03,bottom,continuation,False,2
single pct_b,CADJPY,2020-05-06,bottom,reversal,False,1
single pct_b,CADJPY,2020-05-26,top,continuation,False,4
single pct_b,CADJPY,2020-07-22,top,reversal,False,2
single pct_b,CADJPY,2020-07-30,bottom,reversal,False,1
single pct_b,CADJPY,2020-08-12,top,reversal,False,4
single pct_b,CADJPY,2020-09-16,bottom,continuation,False,3
single pct_b,CADJPY,2020-10-28,bottom,reversal,False,3
single pct_b,CADJPY,2020-11-09,top,reversal,False,3
single pct_b,CADJPY,2020-12-04,top,continuation,False,4
single pct_b,AUDJPY,2009-02-24,top,continuation,False,14
single pct_b,AUDJPY,2009-03-23,top,reversal,False,5
single pct_b,AUDJPY,2009-04-02,top,continuation,False,7
single pct_b,AUDJPY,2009-05-07,top,reversal,False,3
single pct_b,AUDJPY,2009-05-28,top,continuation,False,2
single pct_b,AUDJPY,2009-07-08,bottom,reversal,False,4
single pct_b,AUDJPY,2009-10-08,top,continuation,False,2
single pct_b,AUDJPY,2009-11-26,bottom,continuation,False,1
single pct_b,AUDJPY,2009-12-31,top,continuation,False,3
single pct_b,AUDJPY,2010-01-06,top,continuation,False,3
single pct_b,AUDJPY,2010-01-26,bottom,continuation,False,4
single pct_b,AUDJPY,2010-02-04,bottom,reversal,False,3
single pct_b,AUDJPY,2010-03-31,top,continuation,False,2
single pct_b,AUDJPY,2010-04-27,bottom,reversal,False,1
single pct_b,AUDJPY,2010-05-05,bottom,continuation,False,1
single pct_b,AUDJPY,2010-05-19,bottom,continuation,False,1
single pct_b,AUDJPY,2010-08-24,bottom,reversal,False,3
single pct_b,AUDJPY,2010-09-15,top,timeout,False,20
single pct_b,AUDJPY,2010-10-19,bottom,reversal,False,1
single pct_b,AUDJPY,2010-10-21,bottom,continuation,False,6
single pct_b,AUDJPY,2010-11-04,top,reversal,False,6
single pct_b,AUDJPY,2010-11-30,bottom,reversal,False,1
single pct_b,AUDJPY,2010-12-14,top,reversal,False,13
single pct_b,AUDJPY,2011-01-10,bottom,continuation,False,1
single pct_b,AUDJPY,2011-01-14,bottom,continuation,False,11
single pct_b,AUDJPY,2011-02-03,top,continuation,False,3
single pct_b,AUDJPY,2011-03-15,bottom,continuation,False,1
single pct_b,AUDJPY,2011-05-05,bottom,reversal,False,1
single pct_b,AUDJPY,2011-06-08,bottom,reversal,False,4
single pct_b,AUDJPY,2011-07-01,top,reversal,False,6
single pct_b,AUDJPY,2011-07-12,bottom,reversal,False,1
single pct_b,AUDJPY,2011-08-05,bottom,continuation,False,1
single pct_b,AUDJPY,2011-09-14,bottom,continuation,False,5
single pct_b,AUDJPY,2011-10-14,top,reversal,False,1
single pct_b,AUDJPY,2011-11-17,bottom,continuation,False,4
single pct_b,AUDJPY,2012-01-18,top,continuation,False,3
single pct_b,AUDJPY,2012-02-16,top,continuation,False,2
single pct_b,AUDJPY,2012-04-04,bottom,continuation,False,4
single pct_b,AUDJPY,2012-05-01,bottom,continuation,False,3
single pct_b,AUDJPY,2012-07-03,top,reversal,False,4
single pct_b,AUDJPY,2012-08-03,top,reversal,False,14
single pct_b,AUDJPY,2012-08-28,bottom,continuation,False,4
single pct_b,AUDJPY,2012-10-17,top,continuation,False,6
single pct_b,AUDJPY,2012-11-16,top,continuation,False,3
single pct_b,AUDJPY,2012-12-12,top,continuation,False,3
single pct_b,AUDJPY,2012-12-31,top,continuation,False,2
single pct_b,AUDJPY,2013-01-04,top,reversal,False,2
single pct_b,AUDJPY,2013-01-10,top,reversal,False,4
single pct_b,AUDJPY,2013-02-01,top,reversal,False,5
single pct_b,AUDJPY,2013-02-25,bottom,reversal,False,4
single pct_b,AUDJPY,2013-03-08,top,continuation,False,4
single pct_b,AUDJPY,2013-04-04,top,continuation,False,2
single pct_b,AUDJPY,2013-05-23,bottom,continuation,False,1
single pct_b,AUDJPY,2013-05-31,bottom,continuation,False,3
single pct_b,AUDJPY,2013-06-11,bottom,reversal,False,1
single pct_b,AUDJPY,2013-07-09,top,reversal,False,1
single pct_b,AUDJPY,2013-07-30,bottom,continuation,False,2
single pct_b,AUDJPY,2013-09-04,top,continuation,False,4
single pct_b,AUDJPY,2013-11-19,top,reversal,False,1
single pct_b,AUDJPY,2013-12-17,bottom,reversal,False,1
single pct_b,AUDJPY,2014-01-16,bottom,continuation,False,2
single pct_b,AUDJPY,2014-01-23,bottom,continuation,False,1
single pct_b,AUDJPY,2014-03-06,top,reversal,False,3
single pct_b,AUDJPY,2014-03-28,top,continuation,False,4
single pct_b,AUDJPY,2014-04-24,bottom,reversal,False,10
single pct_b,AUDJPY,2014-05-20,bottom,reversal,False,5
single pct_b,AUDJPY,2014-07-01,top,reversal,False,1
single pct_b,AUDJPY,2014-07-17,bottom,reversal,False,1
single pct_b,AUDJPY,2014-08-07,bottom,continuation,False,1
single pct_b,AUDJPY,2014-08-21,top,continuation,False,2
