pair,date,month,side,outcome,tie,k,y,arm
EURUSD,2020-05-29 16:00:00,2020-05,top,reversal,False,2,1,opposite
EURUSD,2020-06-03 16:00:00,2020-06,top,reversal,False,1,1,opposite
EURUSD,2020-06-04 00:00:00,2020-06,top,reversal,False,4,1,opposite
EURUSD,2020-06-05 00:00:00,2020-06,top,continuation,False,4,0,opposite
EURUSD,2020-07-22 08:00:00,2020-07,top,continuation,False,3,0,opposite
EURUSD,2020-07-24 20:00:00,2020-07,top,continuation,False,1,0,opposite
EURUSD,2020-08-19 12:00:00,2020-08,top,reversal,False,3,1,opposite
EURUSD,2020-09-01 20:00:00,2020-09,top,reversal,False,1,1,opposite
EURUSD,2020-11-03 08:00:00,2020-11,bottom,reversal,False,2,1,opposite
EURUSD,2020-12-08 00:00:00,2020-12,top,reversal,False,2,1,opposite
EURUSD,2021-02-05 00:00:00,2021-02,bottom,reversal,False,6,1,opposite
EURUSD,2021-02-16 16:00:00,2021-02,top,reversal,False,2,1,opposite
EURUSD,2021-03-30 20:00:00,2021-03,bottom,continuation,False,4,0,opposite
EURUSD,2021-04-19 16:00:00,2021-04,top,continuation,False,5,0,opposite
EURUSD,2021-04-21 08:00:00,2021-04,top,reversal,False,2,1,opposite
EURUSD,2021-06-22 04:00:00,2021-06,bottom,continuation,False,3,0,opposite
EURUSD,2021-09-03 00:00:00,2021-09,top,reversal,False,16,1,opposite
EURUSD,2021-10-01 20:00:00,2021-10,bottom,reversal,False,2,1,opposite
EURUSD,2021-11-16 04:00:00,2021-11,bottom,reversal,False,2,1,opposite
EURUSD,2021-11-17 00:00:00,2021-11,bottom,continuation,False,3,0,opposite
EURUSD,2021-11-18 00:00:00,2021-11,bottom,reversal,False,5,1,opposite
EURUSD,2021-11-23 04:00:00,2021-11,bottom,reversal,False,3,1,opposite
EURUSD,2021-11-24 00:00:00,2021-11,bottom,continuation,False,3,0,opposite
EURUSD,2021-11-25 20:00:00,2021-11,bottom,reversal,False,5,1,opposite
EURUSD,2022-01-27 12:00:00,2022-01,bottom,continuation,False,1,0,opposite
EURUSD,2022-03-07 04:00:00,2022-03,bottom,continuation,False,1,0,opposite
EURUSD,2022-07-11 20:00:00,2022-07,bottom,continuation,False,3,0,opposite
EURUSD,2022-07-13 12:00:00,2022-07,bottom,continuation,True,2,0,opposite
EURUSD,2022-08-22 20:00:00,2022-08,bottom,continuation,False,1,0,opposite
EURUSD,2022-09-26 12:00:00,2022-09,bottom,reversal,False,1,1,opposite
EURUSD,2022-11-11 16:00:00,2022-11,top,continuation,False,2,0,opposite
EURUSD,2022-11-16 16:00:00,2022-11,top,reversal,False,7,1,opposite
EURUSD,2023-01-13 00:00:00,2023-01,top,continuation,False,1,0,opposite
EURUSD,2023-05-17 16:00:00,2023-05,bottom,continuation,False,7,0,opposite
EURUSD,2023-05-31 16:00:00,2023-05,bottom,reversal,False,1,1,opposite
EURUSD,2023-06-01 00:00:00,2023-06,bottom,reversal,False,1,1,opposite
EURUSD,2023-06-22 00:00:00,2023-06,top,continuation,False,4,0,opposite
EURUSD,2023-07-13 16:00:00,2023-07,top,continuation,False,2,0,opposite
EURUSD,2023-09-08 16:00:00,2023-09,bottom,reversal,False,4,1,opposite
EURUSD,2023-09-27 20:00:00,2023-09,bottom,continuation,False,1,0,opposite
EURUSD,2023-11-20 12:00:00,2023-11,top,continuation,False,4,0,opposite
EURUSD,2023-11-22 08:00:00,2023-11,top,reversal,False,2,1,opposite
EURUSD,2023-12-15 00:00:00,2023-12,top,reversal,False,4,1,opposite
EURUSD,2023-12-28 00:00:00,2023-12,top,continuation,False,5,0,opposite
EURUSD,2024-03-08 00:00:00,2024-03,top,reversal,False,10,1,opposite
EURUSD,2024-05-14 20:00:00,2024-05,top,continuation,False,6,0,opposite
EURUSD,2024-05-16 00:00:00,2024-05,top,reversal,False,5,1,opposite
EURUSD,2024-07-16 16:00:00,2024-07,top,reversal,False,1,1,opposite
EURUSD,2024-07-17 04:00:00,2024-07,top,continuation,False,3,0,opposite
EURUSD,2024-07-18 12:00:00,2024-07,top,reversal,False,2,1,opposite
EURUSD,2024-08-22 00:00:00,2024-08,top,reversal,False,4,1,opposite
EURUSD,2024-08-26 08:00:00,2024-08,top,reversal,False,3,1,opposite
EURUSD,2024-08-27 04:00:00,2024-08,top,continuation,False,6,0,opposite
EURUSD,2024-09-19 16:00:00,2024-09,top,reversal,False,1,1,opposite
EURUSD,2024-10-07 08:00:00,2024-10,bottom,reversal,False,8,1,opposite
EURUSD,2024-10-11 00:00:00,2024-10,bottom,reversal,False,1,1,opposite
EURUSD,2024-10-14 08:00:00,2024-10,bottom,continuation,False,5,0,opposite
EURUSD,2024-10-16 08:00:00,2024-10,bottom,continuation,False,5,0,opposite
EURUSD,2024-11-15 12:00:00,2024-11,bottom,reversal,False,2,1,opposite
EURUSD,2024-11-18 08:00:00,2024-11,bottom,reversal,False,4,1,opposite
EURUSD,2024-11-22 16:00:00,2024-11,bottom,continuation,False,1,0,opposite
EURUSD,2025-01-27 20:00:00,2025-01,top,reversal,False,2,1,opposite
EURUSD,2025-03-06 04:00:00,2025-03,top,continuation,False,5,0,opposite
EURUSD,2025-03-11 04:00:00,2025-03,top,continuation,False,3,0,opposite
EURUSD,2025-03-12 20:00:00,2025-03,top,continuation,False,1,0,opposite
EURUSD,2025-04-21 08:00:00,2025-04,top,continuation,False,1,0,opposite
EURUSD,2025-07-01 16:00:00,2025-07,top,reversal,False,2,1,opposite
EURUSD,2025-09-17 04:00:00,2025-09,top,reversal,False,4,1,opposite
EURUSD,2025-10-10 00:00:00,2025-10,bottom,reversal,False,4,1,opposite
EURUSD,2025-12-24 16:00:00,2025-12,top,reversal,False,2,1,opposite
EURUSD,2026-01-11 20:00:00,2026-01,bottom,reversal,False,1,1,opposite
EURUSD,2026-01-25 20:00:00,2026-01,top,continuation,False,2,0,opposite
EURUSD,2026-01-28 00:00:00,2026-01,top,continuation,False,1,0,opposite
EURUSD,2026-03-03 16:00:00,2026-03,bottom,continuation,False,1,0,opposite
EURUSD,2026-03-09 04:00:00,2026-03,bottom,continuation,False,2,0,opposite
EURUSD,2026-04-10 20:00:00,2026-04,top,reversal,False,3,1,opposite
EURUSD,2026-04-14 16:00:00,2026-04,top,continuation,False,11,0,opposite
EURUSD,2026-04-17 12:00:00,2026-04,top,reversal,False,3,1,opposite
EURUSD,2026-05-20 08:00:00,2026-05,bottom,reversal,False,4,1,opposite
EURUSD,2026-06-23 16:00:00,2026-06,bottom,continuation,False,1,0,opposite
EURUSD,2026-06-24 16:00:00,2026-06,bottom,continuation,False,1,0,opposite
EURUSD,2026-08-06 00:00:00,2026-08,top,reversal,False,4,1,opposite
EURUSD,2026-08-24 08:00:00,2026-08,top,reversal,False,2,1,opposite
GBPUSD,2020-05-18 04:00:00,2020-05,bottom,reversal,False,3,1,opposite
GBPUSD,2020-06-02 16:00:00,2020-06,top,continuation,False,8,0,opposite
GBPUSD,2020-06-04 20:00:00,2020-06,top,continuation,False,1,0,opposite
GBPUSD,2020-06-08 04:00:00,2020-06,top,continuation,False,1,0,opposite
GBPUSD,2020-06-09 08:00:00,2020-06,top,reversal,False,2,1,opposite
GBPUSD,2020-06-09 20:00:00,2020-06,top,continuation,False,4,0,opposite
GBPUSD,2020-07-09 16:00:00,2020-07,top,reversal,False,2,1,opposite
GBPUSD,2020-07-30 20:00:00,2020-07,top,continuation,False,2,0,opposite
GBPUSD,2020-08-31 04:00:00,2020-08,top,reversal,False,3,1,opposite
GBPUSD,2020-09-11 00:00:00,2020-09,bottom,continuation,False,4,0,opposite
GBPUSD,2020-09-14 04:00:00,2020-09,bottom,reversal,False,3,1,opposite
GBPUSD,2021-02-11 12:00:00,2021-02,top,reversal,False,1,1,opposite
GBPUSD,2021-02-11 20:00:00,2021-02,top,reversal,False,4,1,opposite
GBPUSD,2021-02-15 04:00:00,2021-02,top,continuation,False,2,0,opposite
GBPUSD,2021-02-17 08:00:00,2021-02,top,continuation,False,2,0,opposite
GBPUSD,2021-02-22 12:00:00,2021-02,top,reversal,False,1,1,opposite
