pair,side,date,month,z,hit,base_z,base_hit
GBPUSD,top,2024-01-22,2024-01,-0.07676357998156715,0.0,0.0020128697460611434,0.48250218722659666
GBPUSD,top,2024-03-25,2024-03,-0.2667943551934792,0.0,0.0020128697460611434,0.48250218722659666
GBPUSD,top,2024-09-23,2024-09,1.6185749345233853,1.0,0.0020128697460611434,0.48250218722659666
GBPUSD,bottom,2010-01-11,2010-01,-2.0571252127095376,0.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2010-05-10,2010-05,0.5624646299022986,1.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2011-09-26,2011-09,0.5669091006649224,1.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2013-03-25,2013-03,-0.13154188421762622,0.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2013-05-27,2013-05,0.31457977826375394,1.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2015-01-19,2015-01,-0.7895571416899182,0.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2015-03-23,2015-03,1.6626801911845568,1.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2021-12-27,2021-12,0.4366086721923191,1.0,-0.0020128697460611434,0.5172790901137357
GBPUSD,bottom,2022-05-16,2022-05,-0.6107219158142012,0.0,-0.0020128697460611434,0.5172790901137357
USDJPY,top,2010-04-05,2010-04,0.8932161414056323,1.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2012-03-19,2012-03,1.1266750718850846,1.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2013-03-25,2013-03,-2.321635259592427,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2013-05-27,2013-05,0.33959552838220575,1.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2014-09-29,2014-09,-2.1695488133389347,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2015-01-19,2015-01,-0.8632028572505601,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2015-06-15,2015-06,-0.26461921132391475,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2021-10-22,2021-10,-0.04995719642656699,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2022-01-10,2022-01,-0.02108684340237333,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,top,2022-04-11,2022-04,-1.4039278843147756,0.0,-0.1458803892753767,0.4680804547442064
USDJPY,bottom,2020-06-22,2020-06,-0.22225339579334696,0.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2020-09-21,2020-09,-0.02063544308489188,0.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2020-11-30,2020-11,-0.13978350589547311,0.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2024-09-23,2024-09,2.093882287634515,1.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2024-11-25,2024-11,0.26443035702399975,1.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2025-04-21,2025-04,0.7474936422953958,1.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2025-06-23,2025-06,0.3169064596446701,1.0,0.1458803892753767,0.5310450371665938
USDJPY,bottom,2025-09-15,2025-09,1.2222907809723866,1.0,0.1458803892753767,0.5310450371665938
USDCAD,top,2011-10-03,2011-10,0.6545602288653437,1.0,-0.046102470435398196,0.48902064119455424
USDCAD,top,2011-12-05,2011-12,0.5259485399710687,1.0,-0.046102470435398196,0.48902064119455424
USDCAD,top,2012-07-23,2012-07,1.5576267854765093,1.0,-0.046102470435398196,0.48902064119455424
USDCAD,top,2013-03-25,2013-03,-0.10263366999221801,0.0,-0.046102470435398196,0.48902064119455424
USDCAD,top,2013-05-27,2013-05,0.010487884891461753,1.0,-0.046102470435398196,0.48902064119455424
USDCAD,top,2015-03-16,2015-03,1.8931211103185444,1.0,-0.046102470435398196,0.48902064119455424
USDCAD,top,2015-08-10,2015-08,-0.2390930134292878,0.0,-0.046102470435398196,0.48902064119455424
USDCAD,bottom,2011-02-21,2011-02,-0.6730249038931583,0.0,0.046102470435398196,0.5098814229249012
USDCAD,bottom,2012-10-01,2012-10,0.40843601242332805,1.0,0.046102470435398196,0.5098814229249012
USDCAD,bottom,2012-12-24,2012-12,0.6406319762717719,1.0,0.046102470435398196,0.5098814229249012
USDCAD,bottom,2017-07-31,2017-07,-0.31281614777958766,0.0,0.046102470435398196,0.5098814229249012
USDCAD,bottom,2018-02-05,2018-02,1.078087207058358,1.0,0.046102470435398196,0.5098814229249012
USDCAD,bottom,2021-01-04,2021-01,-0.3734136842204033,0.0,0.046102470435398196,0.5098814229249012
USDCAD,bottom,2026-03-09,2026-03,0.11336230903119247,1.0,0.046102470435398196,0.5098814229249012
NZDUSD,top,2012-10-08,2012-10,-0.046979017893427545,0.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2017-06-26,2017-06,-0.1254129986695073,0.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2017-10-23,2017-10,-0.1001478046442083,0.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2018-04-16,2018-04,1.0977700618793818,1.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2020-08-24,2020-08,-0.2912550612496891,0.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2020-12-07,2020-12,-0.38943567763505377,0.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2024-03-04,2024-03,0.4579124431582197,1.0,-0.04118164684397928,0.499670546892159
NZDUSD,top,2025-06-30,2025-06,0.9727312514761688,1.0,-0.04118164684397928,0.499670546892159
NZDUSD,bottom,2009-02-23,2009-02,2.1549944319108496,1.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2011-12-26,2011-12,1.9704943906891157,1.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2012-05-28,2012-05,0.7987161309138424,1.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2014-09-22,2014-09,-0.6249515878922967,0.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2014-12-29,2014-12,-0.8154641813577403,0.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2015-03-16,2015-03,-0.11097836823633687,0.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2015-06-01,2015-06,-1.6960530352345469,0.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2019-09-23,2019-09,0.40151014175100597,1.0,0.04118164684397928,0.4990116406764771
NZDUSD,bottom,2022-05-30,2022-05,-1.0644333340731542,0.0,0.04118164684397928,0.4990116406764771
AUDUSD,top,2011-02-14,2011-02,-1.1455255371882105,0.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2012-10-01,2012-10,-0.2406141327499742,0.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2012-12-24,2012-12,0.12504912664511914,1.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2017-07-17,2017-07,-0.714412620215356,0.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2020-09-21,2020-09,-0.32149227296483435,0.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2021-01-18,2021-01,-0.23873777639889124,0.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2024-09-30,2024-09,1.4462811051506639,1.0,-0.034558591730142925,0.505820338238524
AUDUSD,top,2026-01-26,2026-01,-0.3285520389303717,0.0,-0.034558591730142925,0.505820338238524
AUDUSD,bottom,2011-10-03,2011-10,0.9630528393397246,1.0,0.034558591730142925,0.49308148473533936
AUDUSD,bottom,2012-05-28,2012-05,1.0097981129809337,1.0,0.034558591730142925,0.49308148473533936
AUDUSD,bottom,2013-05-27,2013-05,-0.9718556468284746,0.0,0.034558591730142925,0.49308148473533936
AUDUSD,bottom,2015-01-12,2015-01,-1.3634696745699542,0.0,0.034558591730142925,0.49308148473533936
AUDUSD,bottom,2021-10-11,2021-10,-1.0042112189000434,0.0,0.034558591730142925,0.49308148473533936
AUDUSD,bottom,2021-12-27,2021-12,-0.14867526483928412,0.0,0.034558591730142925,0.49308148473533936
USDCHF,top,2011-12-19,2011-12,0.5712551530469432,1.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2012-03-19,2012-03,-0.8133644063018921,0.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2012-05-28,2012-05,-1.0034581883176903,0.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2013-05-27,2013-05,0.8153389919578025,1.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2014-10-20,2014-10,-0.7239439775553468,0.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2015-01-12,2015-01,0.8403749123631747,1.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2016-12-19,2016-12,0.6183790911173132,1.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2022-05-23,2022-05,-0.36237488781260424,0.0,0.07570830037142987,0.5337127845884413
USDCHF,top,2022-08-08,2022-08,-1.1394537081286675,0.0,0.07570830037142987,0.5337127845884413
USDCHF,bottom,2011-03-14,2011-03,-1.6978442879017581,0.0,-0.07570830037142987,0.4651926444833625
USDCHF,bottom,2014-03-24,2014-03,0.3806500392885073,1.0,-0.07570830037142987,0.4651926444833625
USDCHF,bottom,2020-06-22,2020-06,-1.2757363694189348,0.0,-0.07570830037142987,0.4651926444833625
USDCHF,bottom,2020-11-30,2020-11,-0.6729732244601383,0.0,-0.07570830037142987,0.4651926444833625
USDCHF,bottom,2021-03-01,2021-03,-0.028934413729082606,0.0,-0.07570830037142987,0.4651926444833625
EURJPY,top,2011-02-21,2011-02,-0.9306732569524707,0.0,-0.10655525149356496,0.4484954974741928
EURJPY,top,2013-02-11,2013-02,-0.723415746582086,0.0,-0.10655525149356496,0.4484954974741928
EURJPY,top,2013-09-30,2013-09,-0.9191575804322629,0.0,-0.10655525149356496,0.4484954974741928
EURJPY,top,2013-12-30,2013-12,0.8008349265058338,1.0,-0.10655525149356496,0.4484954974741928
EURJPY,top,2017-07-17,2017-07,-0.30591477723699106,0.0,-0.10655525149356496,0.4484954974741928
EURJPY,top,2017-10-09,2017-10,-0.22424847624520003,0.0,-0.10655525149356496,0.4484954974741928
EURJPY,top,2023-06-05,2023-06,-1.240233497802994,0.0,-0.10655525149356496,0.4484954974741928
EURJPY,bottom,2011-09-26,2011-09,0.11888799450528072,1.0,0.10655525149356496,0.5512848671205799
EURJPY,bottom,2012-01-09,2012-01,2.6347937610802004,1.0,0.10655525149356496,0.5512848671205799
EURJPY,bottom,2015-03-30,2015-03,0.6902862014997743,1.0,0.10655525149356496,0.5512848671205799
EURJPY,bottom,2024-10-28,2024-10,-0.3499334974538706,0.0,0.10655525149356496,0.5512848671205799
EURJPY,bottom,2025-01-27,2025-01,0.09393594919875364,1.0,0.10655525149356496,0.5512848671205799
GBPJPY,top,2011-02-21,2011-02,0.07206377252454102,1.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2012-04-30,2012-04,1.0224263328462144,1.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2012-12-03,2012-12,-1.8603263421868468,0.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2013-12-09,2013-12,0.7174284401407243,1.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2014-04-07,2014-04,-0.028377345986524374,0.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2017-10-09,2017-10,-0.5677805132177118,0.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2023-06-26,2023-06,-0.5433910228235274,0.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2023-08-28,2023-08,0.185531920970193,1.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2024-02-19,2024-02,-0.36739465142590183,0.0,-0.11328421229886507,0.42806940478805183
GBPJPY,top,2024-06-10,2024-06,1.9091887080629621,1.0,-0.11328421229886507,0.42806940478805183
GBPJPY,bottom,2009-10-05,2009-10,-0.12590452884247763,0.0,0.11328421229886507,0.5710520535910388
GBPJPY,bottom,2011-10-31,2011-10,-0.7667392649933865,0.0,0.11328421229886507,0.5710520535910388
GBPJPY,bottom,2016-01-25,2016-01,-1.1114032231928697,0.0,0.11328421229886507,0.5710520535910388
GBPJPY,bottom,2016-04-04,2016-04,0.5952492265333692,1.0,0.11328421229886507,0.5710520535910388
GBPJPY,bottom,2016-06-13,2016-06,-2.8908380209546207,0.0,0.11328421229886507,0.5710520535910388
GBPJPY,bottom,2019-08-12,2019-08,0.9041084629529099,1.0,0.11328421229886507,0.5710520535910388
CADJPY,top,2010-04-05,2010-04,1.772951725858627,1.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2011-02-21,2011-02,-0.3264795250230969,0.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2012-04-30,2012-04,1.0249994935681186,1.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2012-11-05,2012-11,-2.0500387565017344,0.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2013-01-21,2013-01,-0.785408220781364,0.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2017-07-31,2017-07,-0.5421218298687496,0.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2017-10-09,2017-10,0.2885511407728813,1.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2021-07-05,2021-07,0.7340076797090167,1.0,-0.10408700081760064,0.4318032066769163
CADJPY,top,2022-04-25,2022-04,-0.8382256460492019,0.0,-0.10408700081760064,0.4318032066769163
CADJPY,bottom,2011-10-31,2011-10,-0.5654598531139026,0.0,0.10408700081760064,0.567098616296947
CADJPY,bottom,2012-01-09,2012-01,2.253171259289477,1.0,0.10408700081760064,0.567098616296947
CADJPY,bottom,2016-01-04,2016-01,-0.6795160573117878,0.0,0.10408700081760064,0.567098616296947
CADJPY,bottom,2024-08-12,2024-08,0.3566362545404299,1.0,0.10408700081760064,0.567098616296947
CADJPY,bottom,2024-11-25,2024-11,-0.32577451637107535,0.0,0.10408700081760064,0.567098616296947
CADJPY,bottom,2025-02-10,2025-02,-0.5636576871787958,0.0,0.10408700081760064,0.567098616296947
AUDJPY,top,2010-04-05,2010-04,2.4543608826353234,1.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2011-02-21,2011-02,-0.7741811170134635,0.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2012-12-03,2012-12,-2.274563638956562,0.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2013-04-01,2013-04,-0.0,0.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2017-07-17,2017-07,0.005012715724831261,1.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2017-10-09,2017-10,0.4865513468326196,1.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2021-04-05,2021-04,-0.11759092299316178,0.0,-0.13068362627054791,0.4188447177685043
AUDJPY,top,2024-07-01,2024-07,1.98216409275175,1.0,-0.13068362627054791,0.4188447177685043
AUDJPY,bottom,2015-08-31,2015-08,0.39322964605690125,1.0,0.13068362627054791,0.5798374698001317
AUDJPY,bottom,2019-08-19,2019-08,0.4031564533225945,1.0,0.13068362627054791,0.5798374698001317
AUDJPY,bottom,2025-03-31,2025-03,-0.25754842339545264,0.0,0.13068362627054791,0.5798374698001317
AUDJPY,bottom,2025-08-25,2025-08,0.5542760925338519,1.0,0.13068362627054791,0.5798374698001317
NZDJPY,top,2012-11-12,2012-11,-2.953099234359129,0.0,-0.12831763577671487,0.4413838695460555
NZDJPY,top,2013-01-14,2013-01,-1.3318569514363934,0.0,-0.12831763577671487,0.4413838695460555
NZDJPY,top,2013-03-18,2013-03,-1.540548143644979,0.0,-0.12831763577671487,0.4413838695460555
NZDJPY,top,2017-07-17,2017-07,0.8424111116323152,1.0,-0.12831763577671487,0.4413838695460555
NZDJPY,top,2021-11-01,2021-11,1.0176264898746172,1.0,-0.12831763577671487,0.4413838695460555
NZDJPY,top,2024-02-26,2024-02,0.3430631163697666,1.0,-0.12831763577671487,0.4413838695460555
NZDJPY,top,2024-06-10,2024-06,2.494957441692295,1.0,-0.12831763577671487,0.4413838695460555
NZDJPY,bottom,2012-01-09,2012-01,2.3960170207036433,1.0,0.12831763577671487,0.5577346848832084
NZDJPY,bottom,2015-07-20,2015-07,-1.5213822787908493,0.0,0.12831763577671487,0.5577346848832084
NZDJPY,bottom,2016-01-25,2016-01,-0.19024610692612437,0.0,0.12831763577671487,0.5577346848832084
NZDJPY,bottom,2016-09-26,2016-09,1.654002755312759,1.0,0.12831763577671487,0.5577346848832084
NZDJPY,bottom,2019-09-02,2019-09,0.7318070145453588,1.0,0.12831763577671487,0.5577346848832084
NZDJPY,bottom,2024-08-12,2024-08,0.5277989668067065,1.0,0.12831763577671487,0.5577346848832084
NZDJPY,bottom,2024-12-02,2024-12,-0.012899496044668878,0.0,0.12831763577671487,0.5577346848832084
